Profit,Transaction ID,Product ID,Date,Brand,Product Line,Product Class,Size,Customer ID,Address,Postcode,State,Property Value
827.16,11282,74,01-01-2017,WeareA2B,Standard,medium,medium,3166,1 Glacier Hill Parkway,2017,NSW,8
1069.55,11283,34,14-01-2017,WeareA2B,Standard,medium,medium,2558,02485 Bellgrove Road,3015,VIC,9
75.75,11284,56,25-10-2017,Norco Bicycles,Mountain,low,small,894,7 Meadow Ridge Center,2165,NSW,9
693.76,11285,53,12-04-2017,OHM Cycles,Standard,medium,medium,3105,146 Dakota Pass,4017,QLD,7
143.36,11286,98,28-03-2017,Trek Bicycles,Standard,high,medium,162,5 Corry Court,2119,NSW,10
445.21,11287,77,08-10-2017,Norco Bicycles,Road,medium,large,2230,581 Granby Parkway,3025,VIC,8
143.82,11288,18,15-02-2017,Solex,Standard,medium,medium,3405,80269 Southridge Park,4014,QLD,6
830.24,11289,70,04-05-2017,Norco Bicycles,Road,medium,medium,511,7 Hooker Place,2428,NSW,3
827.16,11290,85,02-08-2017,WeareA2B,Standard,medium,medium,2553,463 Atwood Court,4160,QLD,7
179.44,11291,62,10-07-2017,Solex,Standard,medium,medium,1142,5998 Bayside Terrace,2526,NSW,9
110.81,11292,0,29-11-2017,Trek Bicycles,Standard,medium,medium,3345,7 Clemons Drive,4370,QLD,2
143.36,11293,98,16-07-2017,Trek Bicycles,Standard,high,medium,116,0349 Farmco Terrace,2168,NSW,8
199.1,11294,42,03-11-2017,OHM Cycles,Road,medium,small,3257,6416 Grover Street,2322,NSW,7
1215.34,11295,46,16-04-2017,Solex,Standard,low,medium,3227,37363 Morning Park,3108,VIC,7
690.49,11296,21,20-01-2017,Solex,Standard,medium,large,57,89787 Village Green Terrace,4280,QLD,6
143.82,11297,18,25-10-2017,Solex,Standard,medium,medium,401,5359 Alpine Hill,2579,NSW,5
143.36,11298,98,02-11-2017,Trek Bicycles,Standard,high,medium,2845,082 Twin Pines Avenue,4270,QLD,7
114.93,11299,5,04-04-2017,Trek Bicycles,Mountain,low,medium,2380,4 Judy Park,2016,NSW,10
187.39,11300,8,09-03-2017,Solex,Road,medium,small,1215,592 Tennessee Alley,2231,NSW,10
509.97,11301,11,27-05-2017,Giant Bicycles,Standard,high,medium,1384,6837 West Pass,4119,QLD,7
1612.25,11302,73,08-12-2017,Solex,Standard,medium,medium,1076,44 Ramsey Road,2515,NSW,9
1279.4,11303,15,15-12-2017,WeareA2B,Standard,medium,medium,220,7 Pankratz Point,3011,VIC,8
471.6,11304,87,28-07-2017,Giant Bicycles,Standard,high,medium,3006,921 Reinke Road,2529,NSW,7
189.28,11305,47,28-07-2017,Trek Bicycles,Road,low,small,1802,66238 Old Gate Circle,4157,QLD,9
834.94,11306,93,12-11-2017,WeareA2B,Standard,medium,medium,3121,969 Sycamore Point,2304,NSW,7
1630.25,11307,57,16-09-2017,WeareA2B,Touring,medium,large,1984,681 School Avenue,2077,NSW,10
1028.76,11308,65,10-06-2017,WeareA2B,Standard,medium,medium,3061,11 Farragut Junction,2530,NSW,8
75.75,11309,23,15-06-2017,Norco Bicycles,Mountain,low,small,2437,2 Columbus Park,3075,VIC,7
179.44,11310,62,27-10-2017,Solex,Standard,medium,medium,679,558 Maple Court,2557,NSW,9
75.14,11311,9,11-02-2017,OHM Cycles,Road,medium,medium,127,0 Pearson Crossing,4405,QLD,1
509.97,11312,53,20-02-2017,Giant Bicycles,Standard,high,medium,1726,773 Tomscot Plaza,2203,NSW,10
1408.91,11313,83,10-04-2017,Solex,Touring,medium,large,976,55 Fairfield Court,3175,VIC,8
1383.61,11314,4,01-01-2017,Solex,Standard,medium,medium,2068,575 Katie Terrace,2835,NSW,1
641.64,11315,96,11-10-2017,Giant Bicycles,Standard,medium,large,1580,3384 Nelson Circle,4227,QLD,3
690.49,11316,21,11-09-2017,Solex,Standard,medium,large,3405,80269 Southridge Park,4014,QLD,6
135.85,11317,29,13-04-2017,Norco Bicycles,Road,medium,medium,2602,10 American Alley,2066,NSW,12
1305.25,11318,17,16-10-2017,WeareA2B,Touring,medium,large,2712,18652 Springs Plaza,2259,NSW,7
198.22,11319,84,17-04-2017,Giant Bicycles,Road,medium,medium,504,830 Summit Center,3075,VIC,7
737.57,11320,79,31-05-2017,Norco Bicycles,Standard,medium,medium,1530,84749 Holy Cross Terrace,2767,NSW,8
1660.88,11321,44,13-06-2017,WeareA2B,Standard,medium,medium,1818,42952 Fairfield Center,3012,VIC,8
143.36,11322,0,17-01-2017,Trek Bicycles,Standard,high,medium,249,37024 Anniversary Place,2204,NSW,11
309.81,11323,86,20-07-2017,Norco Bicycles,Road,high,large,3086,00183 Arapahoe Pass,4116,QLD,7
182.81,11324,88,06-07-2017,Norco Bicycles,Standard,high,small,2854,3306 Bartelt Alley,2323,NSW,4
903.11,11325,35,10-02-2017,Trek Bicycles,Standard,low,medium,1224,81 American Place,2259,NSW,6
690.49,11326,21,10-02-2017,Solex,Standard,medium,large,2847,48418 Crescent Oaks Court,2770,NSW,9
1295.43,11327,55,22-09-2017,Trek Bicycles,Road,medium,large,2161,0 Delladonna Parkway,3189,VIC,10
309.81,11328,34,09-08-2017,Norco Bicycles,Road,high,large,3072,6269 Oak Valley Avenue,2323,NSW,5
1544.61,11329,37,03-06-2017,OHM Cycles,Standard,low,medium,122,5 Prairie Rose Road,4817,QLD,2
641.64,11330,94,29-11-2017,Giant Bicycles,Standard,medium,large,20,032 Bartelt Crossing,2444,NSW,8
179.44,11331,62,20-08-2017,Solex,Standard,medium,medium,404,333 Bunting Crossing,2536,NSW,4
15.08,11332,22,28-12-2017,WeareA2B,Standard,medium,medium,843,71801 Grover Point,2166,NSW,10
547.28,11333,31,15-10-2017,WeareA2B,Standard,medium,medium,3390,10097 Hooker Way,3196,VIC,8
309.81,11334,34,10-01-2017,Norco Bicycles,Road,high,large,2555,48 Lighthouse Bay Point,2430,NSW,7
445.21,11335,69,05-07-2017,Norco Bicycles,Road,medium,large,2476,567 Scott Park,4118,QLD,5
133.78,11336,28,08-12-2017,Norco Bicycles,Standard,medium,small,2501,24 Helena Alley,2566,NSW,9
90.1,11337,72,21-04-2017,Norco Bicycles,Standard,medium,medium,760,6330 Monica Way,2540,NSW,9
745.94,11338,7,21-04-2017,Trek Bicycles,Road,low,medium,2695,718 Fair Oaks Point,2068,NSW,12
1702.55,11339,3,05-05-2017,Trek Bicycles,Standard,medium,large,545,142 Cambridge Place,2761,NSW,8
737.57,11340,79,27-10-2017,Norco Bicycles,Standard,medium,medium,961,382 Dayton Lane,2148,NSW,8
182.81,11341,88,08-06-2017,Norco Bicycles,Standard,high,small,308,5982 Mosinee Avenue,3340,VIC,5
802.26,11342,25,04-03-2017,OHM Cycles,Standard,high,medium,3326,18118 Maple Wood Crossing,2763,NSW,9
299.27,11343,30,02-02-2017,Solex,Standard,high,medium,2076,63832 Maple Wood Court,3172,VIC,9
771.12,11344,58,26-01-2017,OHM Cycles,Standard,medium,medium,1515,87746 Bellgrove Park,2211,NSW,10
50.66,11345,97,11-12-2017,Solex,Standard,medium,large,1506,6 Canary Plaza,2223,NSW,8
152.55,11346,14,11-03-2017,Trek Bicycles,Standard,medium,small,1645,38330 Badeau Place,2154,NSW,11
1383.61,11347,4,28-06-2017,Solex,Standard,medium,medium,770,80 Scofield Alley,3121,VIC,10
872.89,11348,64,04-06-2017,Trek Bicycles,Standard,medium,large,543,20 Debs Road,2307,NSW,4
834.94,11349,29,06-01-2017,WeareA2B,Standard,medium,medium,246,25503 Evergreen Drive,4300,QLD,5
771.12,11350,58,09-07-2017,OHM Cycles,Standard,medium,medium,1660,208 Golden Leaf Pass,3195,VIC,10
771.12,11351,72,12-07-2017,OHM Cycles,Standard,medium,medium,2258,9 Waxwing Pass,2008,NSW,11
114.93,11352,5,15-03-2017,Trek Bicycles,Mountain,low,medium,3406,5 Northland Plaza,2096,NSW,9
583.27,11353,93,13-12-2017,OHM Cycles,Standard,high,medium,1242,75 Scott Place,3806,VIC,7
751.02,11354,38,14-12-2017,Solex,Standard,medium,medium,1655,22 Badeau Avenue,3161,VIC,11
64.51,11355,81,11-08-2017,Norco Bicycles,Standard,medium,small,423,27 Petterle Center,4370,QLD,2
1055.82,11356,78,13-12-2017,Giant Bicycles,Standard,medium,large,408,981 West Way,3133,VIC,10
1010.02,11357,75,27-09-2017,Giant Bicycles,Touring,medium,large,347,3 Moulton Lane,2153,NSW,9
450.77,11358,52,31-01-2017,OHM Cycles,Road,medium,medium,1946,53 Dakota Court,2027,NSW,9
872.89,11359,80,14-12-2017,Trek Bicycles,Standard,medium,large,695,02 Bartelt Center,2745,NSW,8
110.81,11360,27,03-08-2017,Trek Bicycles,Standard,medium,medium,354,0293 Porter Crossing,2830,NSW,5
547.28,11361,85,08-09-2017,WeareA2B,Standard,medium,medium,2473,7 Mcguire Terrace,3754,VIC,6
155.65,11362,59,26-05-2017,WeareA2B,Standard,medium,small,2522,9 Trailsway Court,2262,NSW,9
75.14,11363,9,27-04-2017,OHM Cycles,Road,medium,medium,959,341 Saint Paul Lane,2033,NSW,9
1702.55,11364,3,24-12-2017,Trek Bicycles,Standard,medium,large,1299,36072 Lakewood Gardens Court,4051,QLD,8
459.46,11365,82,31-10-2017,Norco Bicycles,Standard,high,medium,1789,0380 Chinook Avenue,2047,NSW,12
128.46,11366,91,27-09-2017,WeareA2B,Standard,low,medium,1509,00941 7th Place,2227,NSW,10
91.15,11367,0,22-05-2017,OHM Cycles,Standard,high,medium,1356,1 Bayside Pass,3076,VIC,8
1630.25,11368,57,03-09-2017,WeareA2B,Touring,medium,large,750,99 Wayridge Place,2263,NSW,8
1010.02,11369,1,27-08-2017,Giant Bicycles,Touring,medium,large,2751,25 Ronald Regan Point,4035,QLD,7
182.81,11370,16,02-08-2017,Norco Bicycles,Standard,high,small,3304,0 Sachs Circle,4122,QLD,8
456.45,11371,99,20-12-2017,OHM Cycles,Standard,medium,medium,704,70836 Colorado Plaza,2571,NSW,11
547.28,11372,85,08-10-2017,WeareA2B,Standard,medium,medium,2809,46 Independence Parkway,3065,VIC,12
1295.43,11373,55,29-06-2017,Trek Bicycles,Road,medium,large,3087,233 Toban Alley,2567,NSW,8
143.36,11374,98,25-02-2017,Trek Bicycles,Standard,high,medium,54,6 Homewood Avenue,2142,NSW,8
110.81,11375,27,21-05-2017,Trek Bicycles,Standard,medium,medium,938,633 Cordelia Alley,3037,VIC,7
139.23,11376,80,04-12-2017,OHM Cycles,Touring,low,medium,2421,1369 Morrow Plaza,3046,VIC,8
1295.43,11377,55,15-07-2017,Trek Bicycles,Road,medium,large,1847,894 Duke Crossing,2665,NSW,1
139.23,11378,80,28-08-2017,OHM Cycles,Touring,low,medium,1514,29 Spohn Drive,2212,NSW,10
45.96,11379,56,31-05-2017,OHM Cycles,Standard,medium,medium,1486,12 Redwing Street,2325,NSW,4
144.26,11380,7,11-09-2017,Giant Bicycles,Standard,medium,small,311,099 Nova Plaza,2227,NSW,10
751.02,11381,38,02-04-2017,Solex,Standard,medium,medium,255,131 Northfield Parkway,3355,VIC,2
872.89,11382,64,16-12-2017,Trek Bicycles,Standard,medium,large,110,5 Moose Road,3977,VIC,8
199.1,11383,33,13-02-2017,OHM Cycles,Road,medium,small,3418,7 Barnett Road,2713,NSW,1
25.09,11384,91,23-11-2017,Solex,Standard,medium,medium,85,5037 Merchant Crossing,2226,NSW,11
812.44,11385,48,11-02-2017,WeareA2B,Standard,medium,medium,2892,4 Ilene Street,2145,NSW,7
90.1,11386,72,16-10-2017,Norco Bicycles,Standard,medium,medium,493,411 Lien Place,4226,QLD,10
217.51,11387,60,26-09-2017,Giant Bicycles,Standard,high,small,1076,44 Ramsey Road,2515,NSW,9
1055.82,11388,78,24-08-2017,Giant Bicycles,Standard,medium,large,565,5861 Browning Park,2065,NSW,8
45.96,11389,56,06-02-2017,OHM Cycles,Standard,medium,medium,1026,66 Hudson Crossing,2153,NSW,10
179.44,11390,0,24-11-2017,Solex,Standard,medium,medium,2904,25 Schlimgen Terrace,2211,NSW,9
155.65,11391,92,18-04-2017,WeareA2B,Standard,medium,small,2915,928 Laurel Circle,4868,QLD,4
451.65,11392,4,01-02-2017,Giant Bicycles,Standard,high,medium,1191,135 Crest Line Drive,2044,NSW,10
,11393,0,15-10-2017,,,,,1773,9097 Superior Drive,2114,NSW,8
1028.76,11394,65,08-05-2017,WeareA2B,Standard,medium,medium,102,55850 Butterfield Road,2168,NSW,9
1660.88,11395,77,09-11-2017,WeareA2B,Standard,medium,medium,438,007 Gerald Place,3074,VIC,4
17.87,11396,0,18-07-2017,Solex,Standard,medium,medium,3128,6958 Knutson Pass,3620,VIC,1
104.24,11397,41,17-04-2017,Solex,Road,medium,medium,1211,7 Luster Trail,2007,NSW,8
451.65,11398,4,12-11-2017,Giant Bicycles,Standard,high,medium,2329,5 1st Park,2285,NSW,6
57.73,11399,31,19-08-2017,Giant Bicycles,Standard,medium,medium,1693,419 2nd Center,4220,QLD,9
114.93,11400,5,27-03-2017,Trek Bicycles,Mountain,low,medium,274,32062 Oak Terrace,3205,VIC,8
431.33,11401,50,05-11-2017,Giant Bicycles,Standard,medium,medium,2734,27 Fuller Trail,2233,NSW,8
693.76,11402,53,24-06-2017,OHM Cycles,Standard,medium,medium,3021,7 Debra Point,3175,VIC,4
4.8,11403,19,10-12-2017,OHM Cycles,Road,high,large,3226,97 Sunnyside Junction,3977,VIC,7
1230.3,11404,26,01-10-2017,WeareA2B,Standard,medium,medium,538,311 Emmet Point,4211,QLD,7
1305.25,11405,89,27-04-2017,WeareA2B,Touring,medium,large,1988,5176 Division Hill,3216,VIC,5
1544.61,11406,46,07-07-2017,OHM Cycles,Standard,low,medium,336,24044 Bonner Hill,3032,VIC,8
152.55,11407,14,12-04-2017,Trek Bicycles,Standard,medium,small,2077,27 Rockefeller Plaza,4556,QLD,8
1230.3,11408,26,06-11-2017,WeareA2B,Standard,medium,medium,1627,0 Namekagon Circle,3150,VIC,9
41.13,11409,95,30-01-2017,Giant Bicycles,Standard,medium,large,3120,4 Shopko Circle,2196,NSW,5
356.5,11410,45,21-10-2017,Solex,Standard,medium,medium,96,6 Heffernan Center,2125,NSW,11
4.8,11411,0,03-01-2017,OHM Cycles,Road,high,large,539,000 Jana Hill,3170,VIC,9
1408.91,11412,83,02-08-2017,Solex,Touring,medium,large,1318,889 Straubel Way,4055,QLD,6
135.85,11413,0,29-10-2017,Norco Bicycles,Road,medium,medium,1640,5 Moland Court,4551,QLD,6
834.94,11414,29,11-10-2017,WeareA2B,Standard,medium,medium,2693,03 Old Shore Terrace,4078,QLD,7
771.12,11415,58,24-06-2017,OHM Cycles,Standard,medium,medium,2366,33 Prentice Street,2300,NSW,9
64.51,11416,81,15-03-2017,Norco Bicycles,Standard,medium,small,2246,353 Scott Road,2770,NSW,7
737.57,11417,79,15-08-2017,Norco Bicycles,Standard,medium,medium,2961,8 Roxbury Way,3031,VIC,8
195.34,11418,20,04-12-2017,Trek Bicycles,Standard,medium,small,1318,889 Straubel Way,4055,QLD,6
903.11,11419,27,11-01-2017,Trek Bicycles,Standard,low,medium,1555,845 Mendota Center,2148,NSW,8
641.64,11420,94,04-09-2017,Giant Bicycles,Standard,medium,large,744,2 North Crossing,3111,VIC,11
1383.61,11421,63,29-05-2017,Solex,Standard,medium,medium,3115,3538 Bunting Hill,3805,VIC,7
64.51,11422,61,18-04-2017,Norco Bicycles,Standard,medium,small,2376,01 Dunning Drive,2064,NSW,9
737.17,11423,71,22-09-2017,Solex,Standard,high,large,2927,723 Center Court,3933,VIC,11
641.64,11424,94,08-08-2017,Giant Bicycles,Standard,medium,large,2303,1913 Magdeline Point,2022,NSW,12
45.96,11425,56,20-05-2017,OHM Cycles,Standard,medium,medium,3442,1 Rigney Circle,2295,NSW,8
751.02,11426,38,08-05-2017,Solex,Standard,medium,medium,783,68 Chinook Street,4814,QLD,2
1592.19,11427,68,14-04-2017,OHM Cycles,Standard,medium,medium,3336,6043 Badeau Place,4820,QLD,1
445.21,11428,77,22-12-2017,Norco Bicycles,Road,medium,large,2425,16 Dwight Court,2154,NSW,10
299.27,11429,30,19-07-2017,Solex,Standard,high,medium,2577,80 Cambridge Plaza,2159,NSW,11
199.1,11430,42,02-06-2017,OHM Cycles,Road,medium,small,1126,48 Sheridan Road,3185,VIC,11
110.81,11431,27,18-02-2017,Trek Bicycles,Standard,medium,medium,446,3 Loomis Crossing,2217,NSW,9
450.77,11432,52,09-12-2017,OHM Cycles,Road,medium,medium,2607,76085 Eagan Crossing,3071,VIC,10
139.23,11433,95,02-11-2017,OHM Cycles,Touring,low,medium,2670,6988 Waxwing Hill,4700,QLD,3
583.27,11434,40,09-09-2017,OHM Cycles,Standard,high,medium,2825,6970 Almo Court,2049,NSW,9
1295.43,11435,55,28-07-2017,Trek Bicycles,Road,medium,large,947,9 Clyde Gallagher Plaza,3021,VIC,7
75.14,11436,9,02-04-2017,OHM Cycles,Road,medium,medium,2723,8941 Harbort Point,2148,NSW,9
690.49,11437,21,03-01-2017,Solex,Standard,medium,large,3435,400 Petterle Crossing,4301,QLD,3
133.78,11438,28,19-12-2017,Norco Bicycles,Standard,medium,small,2081,2444 Aberg Hill,2067,NSW,12
110.81,11439,0,20-11-2017,Trek Bicycles,Standard,medium,medium,179,4 Dayton Terrace,2280,NSW,9
199.1,11440,42,11-05-2017,OHM Cycles,Road,medium,small,903,95530 Hallows Circle,4110,QLD,5
75.48,11441,0,30-04-2017,Trek Bicycles,Road,medium,medium,2287,5086 Meadow Ridge Circle,3350,VIC,7
1383.61,11442,63,15-10-2017,Solex,Standard,medium,medium,739,08260 Jay Court,3191,VIC,11
356.5,11443,45,26-03-2017,Solex,Standard,medium,medium,361,66286 Homewood Alley,2075,NSW,11
834.94,11444,93,22-04-2017,WeareA2B,Standard,medium,medium,920,21 Dwight Crossing,2062,NSW,10
751.02,11445,38,14-01-2017,Solex,Standard,medium,medium,3215,743 Karstens Point,2122,NSW,11
110.81,11446,0,10-07-2017,Trek Bicycles,Standard,medium,medium,1586,256 Fordem Street,2119,NSW,11
17.87,11447,0,18-03-2017,Solex,Standard,medium,medium,3250,7 Holy Cross Lane,4300,QLD,5
195.34,11448,20,15-03-2017,Trek Bicycles,Standard,medium,small,3357,5 Sachs Terrace,4207,QLD,4
4.8,11449,19,10-08-2017,OHM Cycles,Road,high,large,2095,158 Lindbergh Crossing,3136,VIC,9
128.46,11450,76,29-04-2017,WeareA2B,Standard,low,medium,593,8435 Arkansas Terrace,2340,NSW,4
195.34,11451,20,16-10-2017,Trek Bicycles,Standard,medium,small,2686,16639 Bunting Circle,3174,VIC,8
502.47,11452,43,23-11-2017,Solex,Standard,medium,medium,2428,34222 Vera Circle,3240,VIC,7
1230.27,11453,39,21-06-2017,Giant Bicycles,Standard,medium,large,2295,33 Novick Parkway,2156,NSW,12
155.65,11454,92,01-11-2017,WeareA2B,Standard,medium,small,2738,8476 Village Green Park,2774,NSW,9
502.47,11455,43,14-08-2017,Solex,Standard,medium,medium,1613,55433 Schmedeman Lane,2263,NSW,8
198.22,11456,69,22-11-2017,Giant Bicycles,Road,medium,medium,3339,38 Jackson Lane,3610,VIC,3
327.98,11457,59,12-03-2017,Solex,Standard,medium,large,3422,618 Chinook Way,2155,NSW,10
198.29,11458,0,29-05-2017,Trek Bicycles,Standard,high,medium,2868,558 Grayhawk Circle,2086,NSW,10
509.97,11459,11,05-08-2017,Giant Bicycles,Standard,high,medium,1506,6 Canary Plaza,2223,NSW,8
1103.43,11460,21,23-01-2017,WeareA2B,Touring,medium,medium,638,8300 Vermont Center,3429,VIC,6
189.28,11461,47,22-12-2017,Trek Bicycles,Road,low,small,1098,9419 Homewood Way,2160,NSW,9
817.36,11462,88,08-08-2017,Norco Bicycles,Standard,medium,medium,2007,5157 Maple Wood Circle,2537,NSW,8
167.21,11463,67,06-07-2017,Norco Bicycles,Road,medium,medium,1855,0 Prairie Rose Place,3802,VIC,7
451.65,11464,5,27-08-2017,Giant Bicycles,Standard,high,medium,2110,984 Waubesa Pass,4034,QLD,6
1702.55,11465,3,30-06-2017,Trek Bicycles,Standard,medium,large,3032,7 Lerdahl Court,4207,QLD,6
327.98,11466,59,26-12-2017,Solex,Standard,medium,large,2330,83 American Ash Drive,2261,NSW,8
189.28,11467,99,12-09-2017,Trek Bicycles,Road,low,small,2514,6 Hoard Plaza,3111,VIC,10
110.81,11468,27,01-01-2017,Trek Bicycles,Standard,medium,medium,2686,16639 Bunting Circle,3174,VIC,8
1055.82,11469,78,05-09-2017,Giant Bicycles,Standard,medium,large,3385,31 Dovetail Trail,2088,NSW,9
199.1,11470,42,21-12-2017,OHM Cycles,Road,medium,small,2452,4898 Buell Terrace,3043,VIC,7
199.1,11471,33,24-06-2017,OHM Cycles,Road,medium,small,3221,11 Crescent Oaks Junction,4055,QLD,8
135.85,11472,29,05-06-2017,Norco Bicycles,Road,medium,medium,1068,4297 Emmet Lane,2170,NSW,8
15.08,11473,22,16-04-2017,WeareA2B,Standard,medium,medium,1974,18 Express Street,2165,NSW,9
1215.34,11474,46,27-02-2017,Solex,Standard,low,medium,1964,7 Del Mar Crossing,4680,QLD,7
448.68,11475,1,08-02-2017,Giant Bicycles,Standard,medium,medium,853,49 Buhler Plaza,2650,NSW,2
110.56,11476,0,28-06-2017,OHM Cycles,Standard,medium,medium,3011,54 Nevada Plaza,2096,NSW,12
129.01,11477,96,25-11-2017,WeareA2B,Road,low,small,382,99826 Steensland Avenue,2162,NSW,5
155.65,11478,59,20-10-2017,WeareA2B,Standard,medium,small,1858,41 Eagan Junction,2570,NSW,8
143.82,11479,18,25-11-2017,Solex,Standard,medium,medium,323,82 8th Alley,4210,QLD,9
91.15,11480,6,13-12-2017,OHM Cycles,Standard,high,medium,768,06495 Swallow Terrace,2759,NSW,9
1305.25,11481,89,02-01-2017,WeareA2B,Touring,medium,large,432,9 Lukken Parkway,2065,NSW,10
110.81,11482,27,28-01-2017,Trek Bicycles,Standard,medium,medium,1621,48 Melby Trail,2131,NSW,8
327.98,11483,49,31-01-2017,Solex,Standard,medium,large,2411,4006 Algoma Crossing,2041,NSW,12
1295.43,11484,55,06-04-2017,Trek Bicycles,Road,medium,large,3406,5 Northland Plaza,2096,NSW,9
431.33,11485,32,15-08-2017,Giant Bicycles,Standard,medium,medium,711,30550 Pierstorff Lane,3093,VIC,7
1230.3,11486,26,27-04-2017,WeareA2B,Standard,medium,medium,1218,0 Evergreen Road,3037,VIC,7
217.51,11487,60,26-06-2017,Giant Bicycles,Standard,high,small,1918,504 Mesta Lane,2261,NSW,8
15.08,11488,22,10-04-2017,WeareA2B,Standard,medium,medium,2421,1369 Morrow Plaza,3046,VIC,8
817.36,11489,88,29-08-2017,Norco Bicycles,Standard,medium,medium,2706,9304 Birchwood Junction,2070,NSW,12
1230.27,11490,39,13-07-2017,Giant Bicycles,Standard,medium,large,949,221 Coolidge Parkway,2010,NSW,9
114.93,11491,5,17-06-2017,Trek Bicycles,Mountain,low,medium,307,93 Lawn Park,3152,VIC,9
448.68,11492,35,06-12-2017,Giant Bicycles,Standard,medium,medium,1821,3201 Canary Center,2540,NSW,9
309.81,11493,34,08-04-2017,Norco Bicycles,Road,high,large,2265,987 Victoria Trail,4006,QLD,8
745.94,11494,7,05-06-2017,Trek Bicycles,Road,low,medium,954,0 Menomonie Avenue,3177,VIC,6
45.96,11495,56,18-09-2017,OHM Cycles,Standard,medium,medium,2703,4826 Crowley Park,2779,NSW,7
450.77,11496,52,19-02-2017,OHM Cycles,Road,medium,medium,1853,867 Grim Terrace,3754,VIC,6
110.81,11497,27,01-12-2017,Trek Bicycles,Standard,medium,medium,3478,90 Westerfield Street,2880,NSW,1
583.27,11498,40,23-01-2017,OHM Cycles,Standard,high,medium,2120,35 Harbort Way,2446,NSW,8
1295.43,11499,55,18-10-2017,Trek Bicycles,Road,medium,large,1317,58563 Monterey Hill,4300,QLD,2
690.49,11500,21,04-05-2017,Solex,Standard,medium,large,3387,513 Hauk Street,2261,NSW,9
144.26,11501,33,09-05-2017,Giant Bicycles,Standard,medium,small,785,8 Starling Trail,2282,NSW,8
1702.55,11502,38,24-05-2017,Trek Bicycles,Standard,medium,large,2058,9362 Grim Plaza,4702,QLD,1
143.36,11503,98,08-06-2017,Trek Bicycles,Standard,high,medium,1031,65634 Del Mar Crossing,4053,QLD,7
75.14,11504,9,31-01-2017,OHM Cycles,Road,medium,medium,1430,7847 Buell Trail,2759,NSW,8
209.84,11505,41,14-10-2017,Norco Bicycles,Standard,low,medium,748,56045 Express Avenue,2176,NSW,9
72.6,11506,90,06-01-2017,Norco Bicycles,Standard,low,medium,3219,423 Mcbride Place,2477,NSW,7
1230.3,11507,63,20-09-2017,WeareA2B,Standard,medium,medium,213,6327 Lunder Crossing,4655,QLD,4
135.85,11508,0,14-09-2017,Norco Bicycles,Road,medium,medium,2827,46631 School Road,2099,NSW,11
139.23,11509,80,11-09-2017,OHM Cycles,Touring,low,medium,1099,26349 Spaight Junction,2756,NSW,8
1069.55,11510,12,12-10-2017,WeareA2B,Standard,medium,medium,1065,7 Holmberg Circle,2018,NSW,9
198.29,11511,0,19-03-2017,Trek Bicycles,Standard,high,medium,448,528 Buell Crossing,2748,NSW,10
451.65,11512,4,25-05-2017,Giant Bicycles,Standard,high,medium,3373,25460 Buell Avenue,2060,NSW,10
437.46,11513,36,17-08-2017,Solex,Standard,low,medium,1154,0103 Bay Junction,2222,NSW,11
155.65,11514,92,23-07-2017,WeareA2B,Standard,medium,small,2488,24649 Kennedy Street,2114,NSW,8
450.77,11515,58,08-01-2017,OHM Cycles,Road,medium,medium,3372,42554 Randy Road,2047,NSW,12
1028.76,11516,65,01-02-2017,WeareA2B,Standard,medium,medium,2752,79 Eggendart Trail,3977,VIC,8
1408.91,11517,83,10-03-2017,Solex,Touring,medium,large,724,09 Bartelt Lane,2190,NSW,8
,11518,0,07-08-2017,,,,,2755,2241 Pearson Plaza,4503,QLD,6
547.28,11519,31,18-12-2017,WeareA2B,Standard,medium,medium,1357,43811 Golf View Road,3380,VIC,1
583.27,11520,40,14-05-2017,OHM Cycles,Standard,high,medium,3183,9200 Continental Center,3165,VIC,10
1069.55,11521,12,10-07-2017,WeareA2B,Standard,medium,medium,304,91193 Petterle Road,2035,NSW,11
143.82,11522,22,29-12-2017,Solex,Standard,medium,medium,76,439 Ridgeway Court,4213,QLD,9
1305.25,11523,17,09-05-2017,WeareA2B,Touring,medium,large,385,58211 Surrey Crossing,2170,NSW,9
1010.02,11524,1,14-09-2017,Giant Bicycles,Touring,medium,large,1331,2 Dixon Crossing,3910,VIC,7
456.45,11525,99,25-02-2017,OHM Cycles,Standard,medium,medium,618,95022 Roth Terrace,3975,VIC,7
957.02,11526,24,16-08-2017,Solex,Road,medium,large,3427,0 Walton Court,2226,NSW,9
1702.55,11527,38,24-08-2017,Trek Bicycles,Standard,medium,large,2619,25 Parkside Terrace,4570,QLD,3
43.97,11528,50,01-09-2017,WeareA2B,Standard,medium,small,718,8080 Victoria Plaza,4217,QLD,11
872.89,11529,80,01-12-2017,Trek Bicycles,Standard,medium,large,2247,97 Randy Junction,2040,NSW,12
509.97,11530,11,02-03-2017,Giant Bicycles,Standard,high,medium,2381,9 American Ash Plaza,2015,NSW,9
,11531,0,19-09-2017,,,,,154,8 Mccormick Crossing,2227,NSW,8
198.29,11532,70,08-04-2017,Trek Bicycles,Standard,high,medium,3103,32304 Larry Road,4014,QLD,7
114.93,11533,5,05-05-2017,Trek Bicycles,Mountain,low,medium,1866,007 Canary Circle,2047,NSW,12
693.76,11534,53,19-09-2017,OHM Cycles,Standard,medium,medium,2111,91933 Artisan Avenue,2753,NSW,9
