Profit,Age,Customer ID-1,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure,Transaction ID,Product ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost,Customer ID,Address,Postcode,State,Property Value
187.39,57,1950,Berne,Fulkes,Male,27,Web Developer II,Manufacturing,Affluent Customer,Yes,19,7557,8,17-07-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13,1950,227 Havey Trail,2795,NSW,6
431.33,57,1950,Berne,Fulkes,Male,27,Web Developer II,Manufacturing,Affluent Customer,Yes,19,6094,32,07-09-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1950,227 Havey Trail,2795,NSW,6
155.65,57,1950,Berne,Fulkes,Male,27,Web Developer II,Manufacturing,Affluent Customer,Yes,19,4980,92,03-07-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1950,227 Havey Trail,2795,NSW,6
448.68,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,16380,1,21-04-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1951,2 Manufacturers Parkway,3199,VIC,6
90.1,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,11783,72,03-02-2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1951,2 Manufacturers Parkway,3199,VIC,6
547.28,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,10677,85,03-09-2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1951,2 Manufacturers Parkway,3199,VIC,6
4.8,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,9632,19,31-01-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,1951,2 Manufacturers Parkway,3199,VIC,6
114.93,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,9571,5,06-07-2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1951,2 Manufacturers Parkway,3199,VIC,6
1279.4,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,8597,54,09-03-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1951,2 Manufacturers Parkway,3199,VIC,6
437.46,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,2894,36,06-06-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,1951,2 Manufacturers Parkway,3199,VIC,6
1592.19,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,1187,68,06-04-2017,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1951,2 Manufacturers Parkway,3199,VIC,6
459.46,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,17317,82,16-05-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1952,9175 Stephen Drive,4035,QLD,8
17.87,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,17137,2,18-03-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62,1952,9175 Stephen Drive,4035,QLD,8
114.93,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,17035,5,08-07-2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1952,9175 Stephen Drive,4035,QLD,8
802.26,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,16950,51,15-10-2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1952,9175 Stephen Drive,4035,QLD,8
43.97,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,16220,50,22-01-2017,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1952,9175 Stephen Drive,4035,QLD,8
198.29,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,14281,70,16-06-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1952,9175 Stephen Drive,4035,QLD,8
957.02,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,8928,24,02-02-2017,False,Approved,Solex,Road,medium,large,1777.8,820.78,1952,9175 Stephen Drive,4035,QLD,8
64.930000000,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,4711,66,25-05-2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1952,9175 Stephen Drive,4035,QLD,8
209.84,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,4151,15,25-08-2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1952,9175 Stephen Drive,4035,QLD,8
14.23,46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,673,61,08-07-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1952,9175 Stephen Drive,4035,QLD,8
471.6,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,16581,32,18-08-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,1953,299 Pine View Parkway,3121,VIC,12
409.86,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,11031,62,20-12-2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8,1953,299 Pine View Parkway,3121,VIC,12
64.51,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,10529,61,25-05-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1953,299 Pine View Parkway,3121,VIC,12
25.09,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,8767,0,11-04-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26,1953,299 Pine View Parkway,3121,VIC,12
1660.88,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,8766,77,12-08-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1953,299 Pine View Parkway,3121,VIC,12
198.29,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,5396,0,03-05-2017,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1953,299 Pine View Parkway,3121,VIC,12
1069.55,42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12,5304,34,28-04-2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1953,299 Pine View Parkway,3121,VIC,12
745.94,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,18687,7,20-08-2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1954,71 Orin Crossing,2155,NSW,9
167.21,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,15106,67,09-07-2017,,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1954,71 Orin Crossing,2155,NSW,9
187.39,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,15077,8,07-09-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13,1954,71 Orin Crossing,2155,NSW,9
133.78,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,14535,28,20-03-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1954,71 Orin Crossing,2155,NSW,9
1612.25,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,14259,73,07-07-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,1954,71 Orin Crossing,2155,NSW,9
1592.19,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,8488,68,24-08-2017,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1954,71 Orin Crossing,2155,NSW,9
72.6,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,7154,90,12-02-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1954,71 Orin Crossing,2155,NSW,9
450.77,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,4827,52,27-01-2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1954,71 Orin Crossing,2155,NSW,9
143.36,53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5,3215,98,21-09-2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1954,71 Orin Crossing,2155,NSW,9
187.39,40,1955,Thornton,Vereker,Male,18,Environmental Specialist,n/a,Mass Customer,No,11,19727,8,17-01-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13,1955,134 Knutson Street,2281,NSW,9
198.29,40,1955,Thornton,Vereker,Male,18,Environmental Specialist,n/a,Mass Customer,No,11,19064,70,13-10-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1955,134 Knutson Street,2281,NSW,9
830.24,40,1955,Thornton,Vereker,Male,18,Environmental Specialist,n/a,Mass Customer,No,11,4211,100,17-06-2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1955,134 Knutson Street,2281,NSW,9
133.38,26,1956,Omero,Murra,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3,19884,49,24-06-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1956,37 Mockingbird Street,4017,QLD,3
114.93,26,1956,Omero,Murra,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3,10485,5,24-10-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1956,37 Mockingbird Street,4017,QLD,3
471.6,26,1956,Omero,Murra,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3,8979,87,27-11-2017,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,1956,37 Mockingbird Street,4017,QLD,3
547.28,26,1956,Omero,Murra,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3,6473,85,17-07-2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1956,37 Mockingbird Street,4017,QLD,3
802.26,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,18431,51,21-03-2017,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1957,00969 Gale Way,3108,VIC,10
437.46,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,11871,36,19-06-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,1957,00969 Gale Way,3108,VIC,10
450.77,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,10390,52,07-04-2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1957,00969 Gale Way,3108,VIC,10
209.84,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,9042,15,10-10-2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1957,00969 Gale Way,3108,VIC,10
57.73,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,7920,31,16-01-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1957,00969 Gale Way,3108,VIC,10
771.12,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,7726,58,14-06-2017,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1957,00969 Gale Way,3108,VIC,10
129.01,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,6692,96,03-06-2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1957,00969 Gale Way,3108,VIC,10
,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,4605,0,01-05-2017,False,Approved,,,,,1285.47,,1957,00969 Gale Way,3108,VIC,10
502.47,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,4127,43,11-12-2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,1957,00969 Gale Way,3108,VIC,10
690.49,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,1463,21,05-08-2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74,1957,00969 Gale Way,3108,VIC,10
1028.76,43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4,1456,65,01-05-2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1957,00969 Gale Way,3108,VIC,10
143.82,35,1958,Janina,Keme,Female,62,Professor,n/a,Mass Customer,No,22,19023,18,16-05-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,1958,05665 Dottie Circle,2085,NSW,11
827.16,35,1958,Janina,Keme,Female,62,Professor,n/a,Mass Customer,No,22,15433,74,21-08-2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1958,05665 Dottie Circle,2085,NSW,11
4.8,35,1958,Janina,Keme,Female,62,Professor,n/a,Mass Customer,No,22,14958,19,22-10-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,1958,05665 Dottie Circle,2085,NSW,11
114.93,35,1958,Janina,Keme,Female,62,Professor,n/a,Mass Customer,No,22,10773,5,20-08-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1958,05665 Dottie Circle,2085,NSW,11
448.68,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,17004,1,10-04-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1959,83 Wayridge Circle,4152,QLD,9
451.65,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,15887,4,20-01-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1959,83 Wayridge Circle,4152,QLD,9
110.81,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,14342,27,11-08-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1959,83 Wayridge Circle,4152,QLD,9
17.87,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,13765,2,03-05-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62,1959,83 Wayridge Circle,4152,QLD,9
110.56,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,9950,86,26-07-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1959,83 Wayridge Circle,4152,QLD,9
827.16,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,9062,74,10-05-2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1959,83 Wayridge Circle,4152,QLD,9
1010.02,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,6237,75,09-02-2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1959,83 Wayridge Circle,4152,QLD,9
502.47,42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16,3427,43,16-02-2017,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,1959,83 Wayridge Circle,4152,QLD,9
189.28,42,1960,Falkner,Jochens,Male,86,Software Engineer II,n/a,Mass Customer,Yes,10,12524,47,22-10-2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1960,8 Carioca Terrace,4007,QLD,8
1544.61,42,1960,Falkner,Jochens,Male,86,Software Engineer II,n/a,Mass Customer,Yes,10,8524,37,03-10-2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1960,8 Carioca Terrace,4007,QLD,8
129.01,42,1960,Falkner,Jochens,Male,86,Software Engineer II,n/a,Mass Customer,Yes,10,8037,96,19-07-2017,,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1960,8 Carioca Terrace,4007,QLD,8
827.16,42,1960,Falkner,Jochens,Male,86,Software Engineer II,n/a,Mass Customer,Yes,10,1727,74,25-01-2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1960,8 Carioca Terrace,4007,QLD,8
139.23,60,1961,Licha,Lyes,Female,10,Physical Therapy Assistant,n/a,Mass Customer,Yes,15,19439,80,14-06-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1961,5 Kenwood Road,2075,NSW,11
1592.19,60,1961,Licha,Lyes,Female,10,Physical Therapy Assistant,n/a,Mass Customer,Yes,15,8531,68,05-12-2017,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1961,5 Kenwood Road,2075,NSW,11
1630.25,60,1961,Licha,Lyes,Female,10,Physical Therapy Assistant,n/a,Mass Customer,Yes,15,6335,57,04-02-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1961,5 Kenwood Road,2075,NSW,11
693.76,43,1962,Paddie,Grunder,Male,13,Sales Representative,Retail,Mass Customer,Yes,22,5406,53,28-09-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1962,29 Hansons Crossing,2318,NSW,4
64.930000000,43,1962,Paddie,Grunder,Male,13,Sales Representative,Retail,Mass Customer,Yes,22,4698,66,25-03-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1962,29 Hansons Crossing,2318,NSW,4
198.22,22,1963,Syman,Trimnell,Male,81,Biostatistician I,Argiculture,Mass Customer,Yes,4,14240,69,22-07-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1963,493 Buell Point,4500,QLD,8
1630.25,22,1963,Syman,Trimnell,Male,81,Biostatistician I,Argiculture,Mass Customer,Yes,4,2137,57,21-12-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1963,493 Buell Point,4500,QLD,8
1702.55,56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,17939,3,27-06-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1964,7 Del Mar Crossing,4680,QLD,7
709.34,56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,16180,25,14-07-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1964,7 Del Mar Crossing,4680,QLD,7
128.46,56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,15247,76,04-06-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1964,7 Del Mar Crossing,4680,QLD,7
1215.34,56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,11474,46,27-02-2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51,1964,7 Del Mar Crossing,4680,QLD,7
327.98,56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,9442,59,19-09-2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58,1964,7 Del Mar Crossing,4680,QLD,7
155.65,56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,2637,92,24-04-2017,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1964,7 Del Mar Crossing,4680,QLD,7
1103.43,47,1965,Bendicty,Powrie,Male,81,Web Designer III,Retail,Mass Customer,Yes,3,19280,10,30-08-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1965,7 Elgar Plaza,2250,NSW,9
90.1,47,1965,Bendicty,Powrie,Male,81,Web Designer III,Retail,Mass Customer,Yes,3,5015,72,14-02-2017,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1965,7 Elgar Plaza,2250,NSW,9
693.76,47,1965,Bendicty,Powrie,Male,81,Web Designer III,Retail,Mass Customer,Yes,3,3823,53,09-03-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1965,7 Elgar Plaza,2250,NSW,9
72.6,47,1965,Bendicty,Powrie,Male,81,Web Designer III,Retail,Mass Customer,Yes,3,2713,90,24-12-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1965,7 Elgar Plaza,2250,NSW,9
133.78,47,1965,Bendicty,Powrie,Male,81,Web Designer III,Retail,Mass Customer,Yes,3,366,28,22-08-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1965,7 Elgar Plaza,2250,NSW,9
135.85,27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3,18158,0,15-07-2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1966,425 Marquette Way,2116,NSW,10
25.09,27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3,16577,0,23-02-2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26,1966,425 Marquette Way,2116,NSW,10
64.930000000,27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3,15682,2,22-07-2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1966,425 Marquette Way,2116,NSW,10
57.73,27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3,13583,0,20-06-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1966,425 Marquette Way,2116,NSW,10
50.66,27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3,13010,0,09-03-2017,False,Approved,Solex,Standard,medium,large,202.62,151.96,1966,425 Marquette Way,2116,NSW,10
1230.3,27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3,2360,63,08-01-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1966,425 Marquette Way,2116,NSW,10
143.82,35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,16839,18,08-12-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,1967,67104 Bunting Crossing,2043,NSW,9
547.28,35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,11987,85,19-01-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1967,67104 Bunting Crossing,2043,NSW,9
1544.61,35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,5534,37,06-12-2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1967,67104 Bunting Crossing,2043,NSW,9
1295.43,35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,5117,55,25-01-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1967,67104 Bunting Crossing,2043,NSW,9
817.36,35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,3379,88,04-10-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1967,67104 Bunting Crossing,2043,NSW,9
1383.61,35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,251,63,11-04-2017,,Approved,Solex,Standard,medium,medium,1483.2,99.59,1967,67104 Bunting Crossing,2043,NSW,9
299.27,26,1968,Frederica,Hughman,Female,31,Librarian,Entertainment,Mass Customer,No,1,17721,30,24-07-2017,True,Approved,Solex,Standard,high,medium,748.17,448.9,1968,243 Raven Drive,4815,QLD,3
198.29,26,1968,Frederica,Hughman,Female,31,Librarian,Entertainment,Mass Customer,No,1,16537,70,03-05-2017,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1968,243 Raven Drive,4815,QLD,3
509.97,26,1968,Frederica,Hughman,Female,31,Librarian,Entertainment,Mass Customer,No,1,13853,11,17-04-2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1968,243 Raven Drive,4815,QLD,3
64.930000000,26,1968,Frederica,Hughman,Female,31,Librarian,Entertainment,Mass Customer,No,1,13322,66,02-01-2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1968,243 Raven Drive,4815,QLD,3
737.57,26,1968,Frederica,Hughman,Female,31,Librarian,Entertainment,Mass Customer,No,1,432,79,19-06-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1968,243 Raven Drive,4815,QLD,3
199.1,59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19,18877,42,10-06-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9,1969,248 School Park,3156,VIC,8
110.56,59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19,12971,86,13-12-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1969,248 School Park,3156,VIC,8
1630.25,59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19,11112,57,04-07-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1969,248 School Park,3156,VIC,8
448.68,59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19,9009,1,30-10-2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1969,248 School Park,3156,VIC,8
91.15,59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19,7868,6,07-05-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1969,248 School Park,3156,VIC,8
143.82,59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19,1335,18,30-09-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,1969,248 School Park,3156,VIC,8
583.27,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,18869,40,17-07-2017,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970,5 Onsgard Plaza,3134,VIC,10
41.13,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,13782,95,17-04-2017,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970,5 Onsgard Plaza,3134,VIC,10
198.22,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,9352,69,16-03-2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970,5 Onsgard Plaza,3134,VIC,10
133.78,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,8856,28,20-12-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970,5 Onsgard Plaza,3134,VIC,10
737.57,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,8111,79,30-12-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970,5 Onsgard Plaza,3134,VIC,10
309.81,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,7832,34,07-02-2017,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970,5 Onsgard Plaza,3134,VIC,10
64.51,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,6059,81,12-08-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970,5 Onsgard Plaza,3134,VIC,10
1592.19,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,872,68,24-07-2017,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970,5 Onsgard Plaza,3134,VIC,10
