Profit,Age,Customer ID,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure,Transaction ID,Product ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost,F23,Address,Postcode,State,Property Value
35.13,45,1524,Bonni,Drakers,Female,7,Administrative Officer,Financial Services,Mass Customer,Yes,16,296,91,14-03-2017,TRUE,Approved,Solex,Standard,medium,medium,110.385,75.26,,0534 Bartelt Trail,2760,NSW,8
583.27,54,1525,Philis,Whittam,Female,43,Database Administrator III,Financial Services,High Net Worth,No,5,17273,93,31-07-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,,3009 Duke Crossing,2200,NSW,8
1344.33,54,1525,Philis,Whittam,Female,43,Database Administrator III,Financial Services,High Net Worth,No,5,10092,36,09-09-2017,FALSE,Approved,Solex,Standard,low,medium,1418.835,74.51,,3009 Duke Crossing,2200,NSW,8
110.56,54,1525,Philis,Whittam,Female,43,Database Administrator III,Financial Services,High Net Worth,No,5,3020,0,06-12-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,,3009 Duke Crossing,2200,NSW,8
144.26,56,1526,Charlie,MacKibbon,Male,50,Editor,Manufacturing,Mass Customer,Yes,19,19221,33,20-01-2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,,484 Lindbergh Street,2161,NSW,6
227.26,56,1526,Charlie,MacKibbon,Male,50,Editor,Manufacturing,Mass Customer,Yes,19,16153,62,10-09-2017,FALSE,Approved,Solex,Standard,medium,medium,525.976,298.72,,484 Lindbergh Street,2161,NSW,6
872.89,56,1526,Charlie,MacKibbon,Male,50,Editor,Manufacturing,Mass Customer,Yes,19,14621,64,11-10-2017,,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,,484 Lindbergh Street,2161,NSW,6
1295.43,56,1526,Charlie,MacKibbon,Male,50,Editor,Manufacturing,Mass Customer,Yes,19,14503,55,07-06-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,,484 Lindbergh Street,2161,NSW,6
152.55,56,1526,Charlie,MacKibbon,Male,50,Editor,Manufacturing,Mass Customer,Yes,19,10765,14,18-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,,484 Lindbergh Street,2161,NSW,6
802.26,56,1526,Charlie,MacKibbon,Male,50,Editor,Manufacturing,Mass Customer,Yes,19,9812,51,09-06-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,,484 Lindbergh Street,2161,NSW,6
1069.55,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,19599,12,04-08-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,,83 Luster Drive,2848,NSW,1
139.23,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,13781,80,07-07-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,,83 Luster Drive,2848,NSW,1
908.77,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,9027,38,04-02-2017,FALSE,Approved,Solex,Standard,medium,medium,1735.283,826.51,,83 Luster Drive,2848,NSW,1
90.10,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,7534,72,10-09-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,,83 Luster Drive,2848,NSW,1
41.13,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,7147,95,18-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,,83 Luster Drive,2848,NSW,1
459.46,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,7069,82,19-11-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,,83 Luster Drive,2848,NSW,1
1230.30,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,4502,26,27-08-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,,83 Luster Drive,2848,NSW,1
75.14,23,1527,Gerek,Chape,Male,23,Chemical Engineer,Manufacturing,Mass Customer,No,2,922,9,04-03-2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,,83 Luster Drive,2848,NSW,1
90.10,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,15831,0,16-10-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,,28 Mcguire Junction,2171,NSW,10
75.75,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,12339,56,19-03-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,,28 Mcguire Junction,2171,NSW,10
1806.79,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,12232,10,11-03-2017,FALSE,Approved,Solex,Standard,medium,medium,2139.973,333.18,,28 Mcguire Junction,2171,NSW,10
908.77,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,10119,13,03-02-2017,TRUE,Approved,Solex,Standard,medium,medium,1735.283,826.51,,28 Mcguire Junction,2171,NSW,10
830.24,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,9963,70,22-02-2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,,28 Mcguire Junction,2171,NSW,10
227.26,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,2166,0,30-03-2017,TRUE,Approved,Solex,Standard,medium,medium,525.976,298.72,,28 Mcguire Junction,2171,NSW,10
1544.61,36,1528,Ranee,Henriksson,Female,78,,Manufacturing,High Net Worth,No,3,1415,46,25-04-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,,28 Mcguire Junction,2171,NSW,10
199.10,34,1529,Tansy,Beltzner,Female,0,Media Manager III,Financial Services,High Net Worth,Yes,5,11054,33,17-09-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,,6750 Truax Trail,2145,NSW,8
1134.80,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,15458,24,04-05-2017,FALSE,Approved,Solex,Road,medium,large,1955.58,820.78,,84749 Holy Cross Terrace,2767,NSW,8
1617.30,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,15354,83,05-06-2017,TRUE,Approved,Solex,Touring,medium,large,2292.334,675.03,,84749 Holy Cross Terrace,2767,NSW,8
72.60,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,14491,90,29-12-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,,84749 Holy Cross Terrace,2767,NSW,8
617.67,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,11590,43,15-02-2017,FALSE,Approved,Solex,Standard,medium,medium,1267.156,649.49,,84749 Holy Cross Terrace,2767,NSW,8
737.57,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,11320,79,31-05-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,84749 Holy Cross Terrace,2767,NSW,8
1028.76,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,11035,65,20-05-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,,84749 Holy Cross Terrace,2767,NSW,8
1305.25,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,10962,89,12-10-2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,,84749 Holy Cross Terrace,2767,NSW,8
57.73,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,6476,31,17-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,,84749 Holy Cross Terrace,2767,NSW,8
921.46,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,5705,71,11-02-2017,TRUE,Approved,Solex,Standard,high,large,2027.212,1105.75,,84749 Holy Cross Terrace,2767,NSW,8
583.27,44,1530,Alexandr,Maylard,Male,89,Pharmacist,Health,Mass Customer,Yes,9,3646,40,20-03-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,,84749 Holy Cross Terrace,2767,NSW,8
64.93,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,16107,66,13-05-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,,486 Clyde Gallagher Road,2170,NSW,9
43.97,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,15951,50,19-04-2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,,486 Clyde Gallagher Road,2170,NSW,9
797.61,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,15045,21,10-05-2017,TRUE,Approved,Solex,Standard,medium,large,1178.353,380.74,,486 Clyde Gallagher Road,2170,NSW,9
209.84,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,13494,15,07-04-2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,,486 Clyde Gallagher Road,2170,NSW,9
1630.25,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,13412,57,11-03-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,,486 Clyde Gallagher Road,2170,NSW,9
908.77,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,10399,38,21-02-2017,TRUE,Approved,Solex,Standard,medium,medium,1735.283,826.51,,486 Clyde Gallagher Road,2170,NSW,9
448.68,54,1531,Evaleen,Pusey,Female,20,Administrative Assistant III,Financial Services,Mass Customer,Yes,13,3539,1,18-11-2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,,486 Clyde Gallagher Road,2170,NSW,9
139.23,48,1532,Marty,Wiggall,Female,27,VP Accounting,Financial Services,Mass Customer,Yes,10,19693,80,27-12-2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,,305 Vera Lane,2165,NSW,8
1069.55,48,1532,Marty,Wiggall,Female,27,VP Accounting,Financial Services,Mass Customer,Yes,10,19242,12,13-10-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,,305 Vera Lane,2165,NSW,8
90.10,48,1532,Marty,Wiggall,Female,27,VP Accounting,Financial Services,Mass Customer,Yes,10,17293,72,07-12-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,,305 Vera Lane,2165,NSW,8
1295.43,48,1532,Marty,Wiggall,Female,27,VP Accounting,Financial Services,Mass Customer,Yes,10,10886,55,16-05-2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,,305 Vera Lane,2165,NSW,8
357.74,48,1532,Marty,Wiggall,Female,27,VP Accounting,Financial Services,Mass Customer,Yes,10,10721,8,28-06-2017,FALSE,Approved,Solex,Road,medium,small,1873.872,1516.13,,305 Vera Lane,2165,NSW,8
45.96,48,1532,Marty,Wiggall,Female,27,VP Accounting,Financial Services,Mass Customer,Yes,10,7349,56,31-07-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,,305 Vera Lane,2165,NSW,8
75.14,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,14592,9,20-02-2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,,2 Moulton Drive,2567,NSW,10
531.96,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,14427,36,27-07-2017,TRUE,Approved,Solex,Standard,low,medium,1039.544,507.58,,2 Moulton Drive,2567,NSW,10
209.84,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,11958,15,26-04-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,,2 Moulton Drive,2567,NSW,10
110.56,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,9011,86,05-01-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,,2 Moulton Drive,2567,NSW,10
227.26,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,7412,62,19-08-2017,TRUE,Approved,Solex,Standard,medium,medium,525.976,298.72,,2 Moulton Drive,2567,NSW,10
1660.88,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,5149,44,29-01-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,,2 Moulton Drive,2567,NSW,10
64.93,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,4474,66,11-08-2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,,2 Moulton Drive,2567,NSW,10
1230.27,43,1533,Sonia,Rous,Female,59,Social Worker,Health,Affluent Customer,Yes,8,1341,39,17-09-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,,2 Moulton Drive,2567,NSW,10
771.12,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,15185,58,03-01-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,,213 Alpine Avenue,2168,NSW,9
374.09,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,13601,30,13-07-2017,TRUE,Approved,Solex,Standard,high,medium,822.987,448.9,,213 Alpine Avenue,2168,NSW,9
201.35,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,10405,18,14-11-2017,TRUE,Approved,Solex,Standard,medium,medium,632.797,431.45,,213 Alpine Avenue,2168,NSW,9
745.94,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,7924,7,30-08-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,,213 Alpine Avenue,2168,NSW,9
182.81,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,5684,16,15-07-2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,,213 Alpine Avenue,2168,NSW,9
1028.76,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,5287,65,13-07-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,,213 Alpine Avenue,2168,NSW,9
72.60,22,1534,Rosabelle,Hollington,Female,74,Human Resources Assistant I,Manufacturing,Mass Customer,No,4,4657,90,10-10-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,,213 Alpine Avenue,2168,NSW,9
1010.02,23,1535,Emanuel,Baukham,Male,80,Cost Accountant,Financial Services,Affluent Customer,Yes,3,17861,75,17-09-2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,,2 Saint Paul Parkway,2040,NSW,12
737.57,23,1535,Emanuel,Baukham,Male,80,Cost Accountant,Financial Services,Affluent Customer,Yes,3,12189,79,15-05-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,2 Saint Paul Parkway,2040,NSW,12
75.75,23,1535,Emanuel,Baukham,Male,80,Cost Accountant,Financial Services,Affluent Customer,Yes,3,3856,23,14-07-2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,,2 Saint Paul Parkway,2040,NSW,12
771.12,23,1535,Emanuel,Baukham,Male,80,Cost Accountant,Financial Services,Affluent Customer,Yes,3,2208,58,16-06-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,,2 Saint Paul Parkway,2040,NSW,12
217.51,23,1535,Emanuel,Baukham,Male,80,Cost Accountant,Financial Services,Affluent Customer,Yes,3,699,60,13-08-2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,,2 Saint Paul Parkway,2040,NSW,12
448.68,41,1536,Tiffany,Fanshaw,Female,28,Software Consultant,Financial Services,Affluent Customer,Yes,15,18918,1,27-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,,7921 Trailsway Center,2759,NSW,9
155.65,41,1536,Tiffany,Fanshaw,Female,28,Software Consultant,Financial Services,Affluent Customer,Yes,15,16904,92,02-03-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,,7921 Trailsway Center,2759,NSW,9
1617.30,41,1536,Tiffany,Fanshaw,Female,28,Software Consultant,Financial Services,Affluent Customer,Yes,15,12134,83,09-11-2017,TRUE,Approved,Solex,Touring,medium,large,2292.334,675.03,,7921 Trailsway Center,2759,NSW,9
4.80,41,1536,Tiffany,Fanshaw,Female,28,Software Consultant,Financial Services,Affluent Customer,Yes,15,8903,19,25-11-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,,7921 Trailsway Center,2759,NSW,9
448.68,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,19718,1,06-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,,90323 Pine View Hill,2148,NSW,8
1010.02,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,18998,75,14-02-2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,,90323 Pine View Hill,2148,NSW,8
43.97,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,18782,50,05-01-2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,,90323 Pine View Hill,2148,NSW,8
309.81,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,15362,34,15-10-2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,,90323 Pine View Hill,2148,NSW,8
771.12,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,13273,58,14-10-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,,90323 Pine View Hill,2148,NSW,8
129.01,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,12280,96,19-02-2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,,90323 Pine View Hill,2148,NSW,8
693.76,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,9389,53,09-07-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,,90323 Pine View Hill,2148,NSW,8
1630.25,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,5816,57,04-12-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,,90323 Pine View Hill,2148,NSW,8
64.93,51,1537,Andres,Beranek,Male,23,Librarian,Entertainment,Mass Customer,No,10,882,66,11-05-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,,90323 Pine View Hill,2148,NSW,8
35.13,31,1538,Ahmed,Edmondson,Male,74,Pharmacist,Health,High Net Worth,Yes,12,17608,0,07-07-2017,FALSE,Approved,Solex,Standard,medium,medium,110.385,75.26,,27 Hooker Plaza,2177,NSW,8
25.02,31,1538,Ahmed,Edmondson,Male,74,Pharmacist,Health,High Net Worth,Yes,12,13539,0,29-12-2017,FALSE,Approved,Solex,Standard,medium,medium,78.639,53.62,,27 Hooker Plaza,2177,NSW,8
135.85,31,1538,Ahmed,Edmondson,Male,74,Pharmacist,Health,High Net Worth,Yes,12,5630,0,05-02-2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,,27 Hooker Plaza,2177,NSW,8
43.97,31,1538,Ahmed,Edmondson,Male,74,Pharmacist,Health,High Net Worth,Yes,12,4909,0,28-05-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,,27 Hooker Plaza,2177,NSW,8
434.14,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,19505,59,03-02-2017,TRUE,Approved,Solex,Standard,medium,large,1167.716,733.58,,193 Bluejay Hill,2160,NSW,9
309.81,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,18852,34,26-03-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,,193 Bluejay Hill,2160,NSW,9
91.15,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,15517,6,05-01-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,,193 Bluejay Hill,2160,NSW,9
745.94,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,15171,7,02-04-2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,,193 Bluejay Hill,2160,NSW,9
1305.25,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,12376,89,26-10-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,,193 Bluejay Hill,2160,NSW,9
198.29,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,9066,70,17-07-2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,,193 Bluejay Hill,2160,NSW,9
400.65,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,6310,45,13-06-2017,TRUE,Approved,Solex,Standard,medium,medium,485.639,84.99,,193 Bluejay Hill,2160,NSW,9
144.26,43,1539,Filberte,Godmer,Male,3,Account Executive,,Mass Customer,Yes,16,3968,33,04-08-2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,,193 Bluejay Hill,2160,NSW,9
921.46,58,1540,Ilene,Agett,Female,53,Mechanical Systems Engineer,Property,Mass Customer,Yes,19,17897,71,16-03-2017,TRUE,Approved,Solex,Standard,high,large,2027.212,1105.75,,8 Monument Junction,2154,NSW,11
1702.55,58,1540,Ilene,Agett,Female,53,Mechanical Systems Engineer,Property,Mass Customer,Yes,19,14333,3,29-06-2017,,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,,8 Monument Junction,2154,NSW,11
75.14,58,1540,Ilene,Agett,Female,53,Mechanical Systems Engineer,Property,Mass Customer,Yes,19,8529,9,24-11-2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,,8 Monument Junction,2154,NSW,11
182.81,58,1540,Ilene,Agett,Female,53,Mechanical Systems Engineer,Property,Mass Customer,Yes,19,5752,16,02-06-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,,8 Monument Junction,2154,NSW,11
903.11,58,1540,Ilene,Agett,Female,53,Mechanical Systems Engineer,Property,Mass Customer,Yes,19,3492,35,21-12-2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,,8 Monument Junction,2154,NSW,11
41.13,58,1540,Ilene,Agett,Female,53,Mechanical Systems Engineer,Property,Mass Customer,Yes,19,2717,95,25-12-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,,8 Monument Junction,2154,NSW,11
802.26,66,1541,Dynah,Grimes,Female,7,Structural Engineer,Argiculture,Mass Customer,Yes,13,18813,51,02-05-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,,22 Portage Road,2155,NSW,9
737.57,66,1541,Dynah,Grimes,Female,7,Structural Engineer,Argiculture,Mass Customer,Yes,13,7342,79,10-03-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,22 Portage Road,2155,NSW,9
1230.27,66,1541,Dynah,Grimes,Female,7,Structural Engineer,Argiculture,Mass Customer,Yes,13,7173,39,10-01-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,,22 Portage Road,2155,NSW,9
400.65,66,1541,Dynah,Grimes,Female,7,Structural Engineer,Argiculture,Mass Customer,Yes,13,6775,45,15-04-2017,FALSE,Approved,Solex,Standard,medium,medium,485.639,84.99,,22 Portage Road,2155,NSW,9
198.29,66,1541,Dynah,Grimes,Female,7,Structural Engineer,Argiculture,Mass Customer,Yes,13,1392,70,21-10-2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,,22 Portage Road,2155,NSW,9
1295.43,42,1542,Sanders,Fernyhough,Male,56,Food Chemist,Health,Mass Customer,Yes,12,17672,55,29-05-2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,,243 Mosinee Place,2155,NSW,10
133.78,42,1542,Sanders,Fernyhough,Male,56,Food Chemist,Health,Mass Customer,Yes,12,13388,28,10-07-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,,243 Mosinee Place,2155,NSW,10
182.81,42,1542,Sanders,Fernyhough,Male,56,Food Chemist,Health,Mass Customer,Yes,12,13247,16,15-02-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,,243 Mosinee Place,2155,NSW,10
198.22,42,1542,Sanders,Fernyhough,Male,56,Food Chemist,Health,Mass Customer,Yes,12,4160,69,19-08-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,,243 Mosinee Place,2155,NSW,10
15.08,42,1542,Sanders,Fernyhough,Male,56,Food Chemist,Health,Mass Customer,Yes,12,7,22,21-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,,243 Mosinee Place,2155,NSW,10
14.23,27,1543,Michaela,Andrasch,Female,25,Database Administrator III,,High Net Worth,No,9,17130,0,17-10-2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,,65 Southridge Alley,2745,NSW,10
1230.30,27,1543,Michaela,Andrasch,Female,25,Database Administrator III,,High Net Worth,No,9,5947,63,14-08-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,,65 Southridge Alley,2745,NSW,10
114.93,27,1543,Michaela,Andrasch,Female,25,Database Administrator III,,High Net Worth,No,9,2113,19,21-05-2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,,65 Southridge Alley,2745,NSW,10
903.11,57,1544,Keane,Moneypenny,Male,75,Dental Hygienist,Health,Affluent Customer,Yes,11,8765,35,04-02-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,,16 Maple Wood Center,2155,NSW,10
25.02,43,1545,Carver,Saturley,Male,34,Associate Professor,Health,Mass Customer,Yes,15,19214,2,27-08-2017,TRUE,Approved,Solex,Standard,medium,medium,78.639,53.62,,8595 Ruskin Plaza,3196,VIC,10
737.57,43,1545,Carver,Saturley,Male,34,Associate Professor,Health,Mass Customer,Yes,15,15982,79,29-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,8595 Ruskin Plaza,3196,VIC,10
25.02,43,1545,Carver,Saturley,Male,34,Associate Professor,Health,Mass Customer,Yes,15,14217,2,23-10-2017,FALSE,Approved,Solex,Standard,medium,medium,78.639,53.62,,8595 Ruskin Plaza,3196,VIC,10
195.34,43,1545,Carver,Saturley,Male,34,Associate Professor,Health,Mass Customer,Yes,15,13830,20,05-11-2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,,8595 Ruskin Plaza,3196,VIC,10
4.80,43,1545,Carver,Saturley,Male,34,Associate Professor,Health,Mass Customer,Yes,15,9584,19,17-06-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,,8595 Ruskin Plaza,3196,VIC,10
