Age,Customer ID,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure
57,1934,Bryant,Tordiffe,Male,70,Budget/Accounting Analyst IV,n/a,Affluent Customer,Yes,14
46,1935,Galvan,,Male,72,Senior Sales Associate,n/a,Mass Customer,No,9
56,1936,Gisella,Scad,Female,36,Junior Executive,Manufacturing,Mass Customer,Yes,12
46,1937,Renaud,Gahagan,Male,69,Quality Engineer,Health,Mass Customer,No,19
28,1939,Pierce,Cheke,Male,81,Safety Technician I,n/a,Mass Customer,Yes,8
43,1940,Gabriellia,Coulter,Female,52,Teacher,Manufacturing,High Net Worth,Yes,8
28,1941,Dmitri,Eleshenar,Male,83,Librarian,Entertainment,Mass Customer,No,2
33,1942,Abe,Townby,Male,0,Programmer Analyst II,Financial Services,High Net Worth,No,19
35,1943,Armstrong,Style,Male,35,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,13
40,1944,Gregory,Balchin,Male,73,Programmer III,Argiculture,High Net Worth,Yes,8
42,1945,Griffin,Gisbourn,Male,88,Software Test Engineer II,n/a,High Net Worth,Yes,9
61,1946,Brannon,Gladman,Male,37,Systems Administrator III,n/a,Mass Customer,No,8
57,1947,Gretta,Patrone,Female,66,Geologist II,Telecommunications,Affluent Customer,Yes,18
56,1948,Elizabeth,Applewhaite,Female,30,,Entertainment,Mass Customer,No,11
66,1949,Onida,Cockshot,Female,9,Legal Assistant,Manufacturing,Mass Customer,No,7
57,1950,Berne,Fulkes,Male,27,Web Developer II,Manufacturing,Affluent Customer,Yes,19
20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2
46,1952,Patrica,Donativo,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9
42,1953,Luisa,McGlue,Female,23,Paralegal,Financial Services,High Net Worth,No,12
53,1954,Greg,Iacovo,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5
40,1955,Thornton,Vereker,Male,18,Environmental Specialist,n/a,Mass Customer,No,11
26,1956,Omero,Murra,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3
43,1957,Gary,Eager,Male,1,Accountant IV,Property,Affluent Customer,No,4
35,1958,Janina,Keme,Female,62,Professor,n/a,Mass Customer,No,22
42,1959,Arlen,Klossek,Male,3,Director of Sales,Health,Mass Customer,Yes,16
42,1960,Falkner,Jochens,Male,86,Software Engineer II,n/a,Mass Customer,Yes,10
60,1961,Licha,Lyes,Female,10,Physical Therapy Assistant,n/a,Mass Customer,Yes,15
43,1962,Paddie,Grunder,Male,13,Sales Representative,Retail,Mass Customer,Yes,22
22,1963,Syman,Trimnell,Male,81,Biostatistician I,Argiculture,Mass Customer,Yes,4
56,1964,Cara,Campbell-Dunlop,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9
47,1965,Bendicty,Powrie,Male,81,Web Designer III,Retail,Mass Customer,Yes,3
27,1966,Moshe,Nicholl,Male,75,,Financial Services,High Net Worth,No,3
35,1967,Nomi,,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17
26,1968,Frederica,Hughman,Female,31,Librarian,Entertainment,Mass Customer,No,1
59,1969,Dimitry,Kunkler,Male,54,Teacher,IT,Mass Customer,Yes,19
38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7
22,1971,Mariel,Dyke,Female,49,,Manufacturing,Mass Customer,Yes,4
31,1972,Obed,Pauler,Male,12,,IT,Mass Customer,Yes,2
40,1973,Fanni,Liffe,Female,52,Media Manager IV,Financial Services,High Net Worth,No,5
62,1974,Aharon,Moller,Male,67,Administrative Officer,n/a,Mass Customer,Yes,15
55,1975,Tommie,Midden,Female,39,Product Engineer,Health,Affluent Customer,No,4
45,1976,Letitia,Coan,Female,84,Product Engineer,Manufacturing,Mass Customer,No,11
43,1977,Myrtia,Paschke,Female,28,,Manufacturing,Mass Customer,Yes,5
65,1978,Marge,Skerm,Female,53,Dental Hygienist,Health,Mass Customer,No,16
60,1979,Ephrem,Cariss,Male,98,Statistician III,Manufacturing,Mass Customer,Yes,11
28,1980,Kenneth,Viall,Male,97,Food Chemist,Health,High Net Worth,Yes,7
34,1981,Calv,Zelland,Male,62,Sales Associate,n/a,Affluent Customer,No,12
52,1982,Julee,Hallewell,Female,80,Senior Cost Accountant,Financial Services,High Net Worth,Yes,16
57,1983,Kimberlee,Soonhouse,Female,6,Assistant Media Planner,Entertainment,Affluent Customer,Yes,18
21,1984,Hewett,Alessandretti,Male,70,Information Systems Manager,Health,Mass Customer,Yes,1
42,1985,Chrysler,Longstaffe,Female,1,Computer Systems Analyst I,n/a,Mass Customer,Yes,16
39,1986,Melania,Ruske,Female,53,,Retail,Mass Customer,No,16
64,1987,Jacobo,Rosenblum,Male,56,Research Associate,Health,Affluent Customer,No,8
63,1988,Kelwin,Goldsmith,Male,27,Recruiting Manager,Property,Mass Customer,No,8
47,1989,Emalee,Guitel,Female,46,Graphic Designer,Property,High Net Worth,Yes,17
27,1991,Tobe,Godrich,Male,35,Research Nurse,Health,Mass Customer,Yes,8
25,1992,Shanta,Attrill,Female,28,Web Developer I,Manufacturing,Mass Customer,Yes,3
40,1993,Agustin,Isworth,Male,82,Accounting Assistant II,n/a,High Net Worth,Yes,3
34,1994,Gray,McLorinan,Female,71,,Manufacturing,High Net Worth,No,11
51,1995,Mabel,Sallter,Female,6,Automation Specialist II,n/a,Mass Customer,Yes,11
35,1996,Filmer,Furby,Male,4,Structural Engineer,Manufacturing,Mass Customer,No,4
24,1997,Tedmund,Simonsson,Male,57,Structural Engineer,n/a,Mass Customer,No,5
45,1998,Hamil,Britch,Male,13,Media Manager IV,Manufacturing,High Net Worth,No,21
58,1999,Raquel,Bamlett,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,7
43,2001,Mada,Martinho,Female,21,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,3
49,2002,Matilde,Hamsher,Female,55,Mechanical Systems Engineer,Financial Services,Mass Customer,No,12
58,2003,Lilli,Hargey,Female,80,Statistician III,Manufacturing,High Net Worth,Yes,8
57,2004,Brandy,Showering,Male,16,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,10
42,2005,Marina,McElwee,Female,41,Accountant I,Manufacturing,High Net Worth,No,17
21,2006,Hyacinthia,Tuley,Female,33,Senior Developer,Property,High Net Worth,Yes,2
50,2007,Gail,Scarrisbrick,Male,8,Programmer I,Manufacturing,Mass Customer,Yes,15
27,2008,Jamill,Cudd,Male,77,Analyst Programmer,Financial Services,Mass Customer,Yes,3
60,2009,Neilla,Castrillo,Female,19,Staff Accountant IV,Health,Affluent Customer,Yes,19
46,2010,Duff,Guyer,Male,88,Data Coordiator,Manufacturing,High Net Worth,Yes,7
42,2011,Guthrie,MacAne,Male,68,VP Sales,Manufacturing,High Net Worth,Yes,12
48,2012,Maisey,Lavell,Female,55,Health Coach I,Health,High Net Worth,No,4
25,2013,Marge,Girault,Female,99,Registered Nurse,Health,Affluent Customer,Yes,19
30,2014,Sandye,Avraam,Female,49,Associate Professor,Manufacturing,Mass Customer,Yes,8
46,2015,Charyl,Sibson,Female,6,Health Coach IV,Health,Affluent Customer,No,7
22,2016,Laraine,Merioth,Female,89,Executive Secretary,Retail,Affluent Customer,Yes,1
25,2017,Ezri,Sadry,Male,67,Programmer II,Financial Services,Affluent Customer,Yes,6
57,2018,Richie,Matts,Male,80,Senior Developer,Financial Services,Affluent Customer,No,12
67,2019,Neda,Perkis,Female,48,VP Marketing,Entertainment,High Net Worth,No,17
49,2020,Portia,Proudlock,Female,50,Biostatistician IV,Property,Affluent Customer,Yes,14
38,2022,Mortimer,Iremonger,Male,79,,IT,Affluent Customer,No,7
49,2023,Marco,Denziloe,Male,15,Associate Professor,n/a,High Net Worth,No,10
20,2024,Elinor,Biggerstaff,Female,69,VP Sales,IT,Mass Customer,Yes,2
38,2025,Agosto,Thon,Male,59,VP Quality Control,n/a,Mass Customer,Yes,3
33,2026,Anabelle,Rogerson,Female,62,Structural Engineer,Property,Mass Customer,Yes,7
56,2027,Whitney,Dahle,Male,89,VP Product Management,n/a,High Net Worth,No,10
44,2028,Cathy,Parmley,Female,25,Director of Sales,Retail,Affluent Customer,Yes,18
28,2029,Charlie,Hastilow,Male,10,Nurse,Manufacturing,Mass Customer,No,7
59,2030,Xymenes,Sprull,Male,3,Administrative Officer,Property,High Net Worth,No,15
33,2031,Philbert,Albone,Male,99,Geologist III,n/a,Mass Customer,No,12
37,2032,Theodore,Chicchelli,Male,98,Quality Control Specialist,Property,Mass Customer,Yes,9
49,2033,Mar,Philippon,Male,36,Dental Hygienist,Health,High Net Worth,No,10
46,2034,June,Haslam,Female,87,Speech Pathologist,Manufacturing,Mass Customer,No,8
41,2035,Kylie,Terese,Male,40,Senior Developer,Health,Mass Customer,No,19
43,2036,Alix,Gilliland,Female,11,,n/a,Mass Customer,No,17
31,2037,Irwin,Ryall,Male,19,VP Marketing,IT,Mass Customer,No,6
61,2038,Fae,Done,Female,9,Structural Engineer,Financial Services,Mass Customer,Yes,5
42,2039,Laureen,Blower,Female,38,Senior Developer,IT,High Net Worth,Yes,7
51,2040,Gal,Scardafield,Male,25,VP Sales,Retail,Affluent Customer,Yes,12
63,2041,Mort,Heath,Male,52,VP Accounting,Financial Services,Mass Customer,No,17
52,2042,Bendix,Cooke,Male,65,Registered Nurse,Health,Mass Customer,No,17
43,2043,Veronike,Clampett,Female,67,Software Consultant,n/a,Mass Customer,No,7
22,2044,Leyla,Eddington,Female,84,Quality Engineer,Health,Mass Customer,Yes,1
36,2045,Hermina,Franzel,Female,15,VP Sales,Financial Services,High Net Worth,No,15
61,2046,Charis,Maas,Female,3,Marketing Manager,n/a,Mass Customer,Yes,13
45,2047,Kirsten,Slegg,Female,45,Paralegal,Financial Services,Affluent Customer,Yes,21
60,2048,Sorcha,Genthner,Female,22,Financial Advisor,Financial Services,High Net Worth,No,13
58,2049,Jud,Purchon,Male,21,Assistant Professor,Manufacturing,High Net Worth,No,5
66,2050,Opal,Costa,Female,22,Business Systems Development Analyst,n/a,Mass Customer,Yes,5
61,2051,Teresita,Drinnan,Female,8,Geological Engineer,Manufacturing,Affluent Customer,No,20
65,2052,Ganny,Sealeaf,Male,5,,Retail,Mass Customer,Yes,8
42,2053,Horatius,Dufton,Male,7,,Financial Services,Affluent Customer,Yes,11
25,2054,Horace,Gilpillan,Male,12,,Manufacturing,Mass Customer,Yes,22
40,2055,Harmon,Bakster,Male,46,Administrative Assistant III,Retail,High Net Worth,No,7
34,2056,Cristin,Smoughton,Female,65,Biostatistician IV,Property,High Net Worth,No,22
61,2057,Elianora,Sally,Female,99,Accounting Assistant IV,Manufacturing,Affluent Customer,Yes,15
42,2058,Ronna,Wickersham,Female,99,Database Administrator I,Argiculture,High Net Worth,No,7
43,2059,Kylen,Gimson,Female,21,Graphic Designer,n/a,High Net Worth,No,12
61,2060,Constancia,Akram,Female,17,Statistician II,Financial Services,Mass Customer,No,17
37,2061,Loralyn,,Female,71,Technical Writer,Manufacturing,High Net Worth,No,4
44,2062,Guillermo,Kolakovic,Male,67,Junior Executive,Retail,Mass Customer,No,18
57,2063,Benny,Crudge,Male,55,Clinical Specialist,Health,Affluent Customer,No,16
51,2064,Reynard,Jaffrey,Male,99,VP Marketing,Health,Mass Customer,Yes,18
42,2065,Silvio,Henrichs,Male,66,Technical Writer,Retail,Mass Customer,Yes,12
51,2066,Skipp,McLarens,Male,91,Food Chemist,Health,High Net Worth,Yes,12
41,2067,Slade,Mulvin,Male,81,Registered Nurse,Health,Mass Customer,No,17
64,2068,Wandie,Nare,Female,23,Account Representative I,n/a,High Net Worth,No,8
39,2070,Tiphany,Leppington,Female,0,Recruiting Manager,n/a,Mass Customer,No,8
42,2071,Ardis,Ramelet,Female,69,,n/a,Mass Customer,No,10
60,2072,Margie,Tillyer,Female,30,Environmental Specialist,Financial Services,Mass Customer,Yes,9
46,2073,Linea,,Female,87,,Manufacturing,High Net Worth,Yes,10
23,2074,Roslyn,Rawdall,Female,90,,Financial Services,Mass Customer,No,4
47,2075,Devondra,Jovis,Female,95,Environmental Tech,Manufacturing,Mass Customer,No,8
51,2076,Beatriz,Tweddle,Female,73,Assistant Manager,Manufacturing,Mass Customer,Yes,5
28,2077,Tobe,Lindroos,Female,67,Cost Accountant,Financial Services,Mass Customer,Yes,7
31,2078,Joice,Govett,Female,15,Computer Systems Analyst III,Manufacturing,Mass Customer,No,3
64,2079,Eda,,Female,49,Account Executive,n/a,High Net Worth,No,11
61,2080,Rosamond,Sainer,Female,15,Human Resources Assistant IV,n/a,High Net Worth,No,17
48,2081,Gelya,Coaker,Female,69,Senior Editor,Financial Services,Mass Customer,No,13
41,2082,Sybyl,Beekman,Female,38,Legal Assistant,Health,Affluent Customer,Yes,19
40,2083,Karee,Ortler,Female,5,,n/a,Mass Customer,No,4
34,2084,Britni,Menguy,Female,6,,IT,Mass Customer,Yes,17
64,2085,Carolynn,Samsin,Female,83,Pharmacist,Health,Mass Customer,No,11
23,2086,Gayle,Cockerell,Male,68,Senior Cost Accountant,Financial Services,High Net Worth,No,1
51,2087,Yehudi,Sandon,Male,76,Administrative Officer,IT,Mass Customer,Yes,15
51,2088,Ernie,Wankel,Male,2,Senior Financial Analyst,Financial Services,Mass Customer,Yes,14
62,2089,Erie,Ballston,Male,93,Safety Technician I,Financial Services,High Net Worth,No,15
56,2090,Stanton,Schimoni,Male,63,Help Desk Technician,Financial Services,Mass Customer,Yes,17
40,2091,Dominga,Crosfield,Female,27,Office Assistant II,Argiculture,Mass Customer,No,9
43,2092,Stavros,Hazelby,Male,14,Safety Technician IV,Manufacturing,High Net Worth,No,18
21,2093,Salem,Doiley,Male,94,Programmer II,Financial Services,High Net Worth,No,2
36,2094,Merle,Pesticcio,Male,15,Biostatistician IV,n/a,Mass Customer,No,16
31,2095,Anette,Guerreiro,Female,69,Account Executive,Manufacturing,Affluent Customer,No,8
51,2096,Torrie,Smartman,Female,74,Programmer III,Telecommunications,High Net Worth,Yes,12
32,2097,Web,Decaze,Male,38,Recruiter,Telecommunications,Mass Customer,No,21
51,2098,Ame,Tossell,Female,82,Dental Hygienist,Health,High Net Worth,No,16
61,2099,Mikel,McKechnie,Male,40,Senior Cost Accountant,Financial Services,High Net Worth,Yes,19
42,2100,Der,Blatcher,Male,34,Marketing Assistant,IT,Mass Customer,No,14
22,2101,Maryann,,Female,71,General Manager,n/a,Mass Customer,Yes,2
44,2102,Carl,Penquet,Male,80,Senior Editor,n/a,Affluent Customer,No,5
45,2103,Jayme,Hendin,Male,94,Business Systems Development Analyst,Financial Services,Affluent Customer,No,18
41,2104,Livy,Roote,Female,31,Structural Analysis Engineer,Financial Services,Mass Customer,No,11
49,2105,Terrance,Goligher,Male,29,Food Chemist,Health,High Net Worth,Yes,6
50,2106,Antons,Ley,Male,91,Project Manager,Financial Services,High Net Worth,Yes,13
28,2107,Dre,Ferrillo,Female,2,Biostatistician IV,IT,Affluent Customer,Yes,4
35,2108,Michel,O'Halligan,Female,41,Software Test Engineer IV,Property,Mass Customer,Yes,18
55,2109,Grazia,Vinson,Female,14,Account Representative II,Health,High Net Worth,Yes,18
47,2110,Gard,Marris,Male,29,Human Resources Assistant III,Manufacturing,High Net Worth,No,14
47,2111,Ellis,Vokes,Male,98,Speech Pathologist,Property,Affluent Customer,Yes,12
27,2112,Aubrie,Glaum,Female,64,Accounting Assistant I,Financial Services,Mass Customer,Yes,6
48,2113,Nita,Bushell,Female,91,Internal Auditor,Manufacturing,Affluent Customer,No,17
66,2114,Erick,Caveill,Male,78,Safety Technician III,Argiculture,High Net Worth,No,19
45,2115,Shannon,Pflieger,Male,17,Food Chemist,Health,Mass Customer,Yes,17
41,2116,Wyndham,Ecob,Male,81,Research Associate,Financial Services,Affluent Customer,Yes,9
25,2117,Llywellyn,Christall,Male,76,Computer Systems Analyst I,Health,Affluent Customer,No,3
42,2118,Ulrick,Calyton,Male,29,Developer III,n/a,High Net Worth,No,7
35,2119,Dorise,Bellon,Female,51,Senior Cost Accountant,Financial Services,Mass Customer,No,17
23,2120,Clare,Attoe,Male,80,Web Designer III,Manufacturing,Mass Customer,No,1
31,2121,Clarita,Jaqueminet,Female,35,Nurse,Financial Services,Mass Customer,Yes,22
47,2122,Osborne,Nawton,Male,85,Registered Nurse,Health,High Net Worth,Yes,11
27,2123,Shirley,Negal,Female,36,Software Engineer II,Manufacturing,Affluent Customer,No,2
42,2124,Damien,Bartczak,Male,17,,Retail,High Net Worth,No,18
45,2125,Laurene,Linstead,Female,9,VP Quality Control,Financial Services,High Net Worth,No,18
62,2126,Hugibert,Getcliff,Male,65,Product Engineer,Health,Mass Customer,Yes,17
46,2127,Wanids,Baudet,Female,66,Web Designer I,Manufacturing,Mass Customer,No,7
44,2128,Gregorius,Cockram,Male,31,Data Coordiator,Property,Affluent Customer,Yes,16
40,2129,Barron,Waszkiewicz,Male,26,Electrical Engineer,Manufacturing,High Net Worth,No,3
30,2130,Evangelina,Coxhell,Female,95,Structural Engineer,Property,High Net Worth,Yes,16
49,2131,Nettle,Painter,Female,12,Payment Adjustment Coordinator,n/a,Mass Customer,Yes,7
35,2132,Davina,Dougary,Female,16,Human Resources Manager,Financial Services,High Net Worth,Yes,22
22,2133,Clarissa,Blaisdale,Female,44,General Manager,Financial Services,High Net Worth,No,3
20,2134,Crosby,Ruoff,Male,16,Nurse,Manufacturing,Affluent Customer,No,2
40,2135,Teador,Laurant,Male,97,Structural Engineer,n/a,Mass Customer,Yes,15
55,2136,Heather,Golsworthy,Female,21,Office Assistant I,Health,High Net Worth,Yes,5
49,2137,Renie,,Female,46,Chemical Engineer,Manufacturing,Affluent Customer,No,5
42,2138,Jonell,Gon,Female,23,Graphic Designer,Manufacturing,High Net Worth,No,15
38,2139,Carolina,Brands,Female,87,Accountant II,IT,Affluent Customer,Yes,7
44,2140,Hilario,Ramsdell,Male,59,Help Desk Operator,Telecommunications,High Net Worth,No,21
56,2141,Georgie,Bruggen,Female,50,Programmer I,Financial Services,High Net Worth,Yes,4
41,2142,Marti,McComish,Female,61,Biostatistician IV,n/a,Affluent Customer,No,7
57,2143,Napoleon,Terron,Male,53,Business Systems Development Analyst,n/a,High Net Worth,Yes,10
42,2144,Maureene,Kingstne,Female,12,Office Assistant IV,Property,Mass Customer,Yes,9
61,2145,Adrea,Quittonden,Female,44,Librarian,Entertainment,Affluent Customer,Yes,19
53,2146,Timmie,Lenden,Male,75,,n/a,Mass Customer,No,13
22,2147,Franzen,Kielty,Male,42,Engineer IV,n/a,High Net Worth,Yes,1
31,2148,Annis,Freeth,Female,78,Engineer I,Manufacturing,Mass Customer,Yes,15
42,2149,Lana,Druce,Female,26,Professor,n/a,High Net Worth,No,6
61,2150,Huntlee,Pashba,Male,75,,Retail,Affluent Customer,Yes,8
34,2151,Herrick,Gammett,Male,9,,Entertainment,Affluent Customer,No,6
52,2152,Junina,Labone,Female,40,Database Administrator III,Manufacturing,Mass Customer,Yes,19
34,2153,Jimmy,,Male,22,Financial Analyst,Financial Services,Mass Customer,No,10
40,2154,Bird,Bolf,Female,86,Chemical Engineer,Manufacturing,High Net Worth,No,6
56,2155,Fayth,Millions,Female,24,Data Coordiator,n/a,Mass Customer,No,14
43,2156,Darill,Mowday,Male,96,Desktop Support Technician,Retail,Mass Customer,Yes,18
42,2157,Alidia,Petyankin,Female,52,Community Outreach Specialist,Property,Mass Customer,No,19
60,2158,Caesar,Begbie,Male,11,Physical Therapy Assistant,Entertainment,Mass Customer,No,6
57,2159,Godfrey,Bottini,Male,19,,n/a,High Net Worth,Yes,6
49,2160,Kettie,Cantopher,Female,64,Recruiter,Health,Mass Customer,Yes,15
22,2161,Tommie,Mardle,Male,35,,Financial Services,Mass Customer,No,4
46,2162,Andrew,Blunt,Male,49,Paralegal,Financial Services,High Net Worth,Yes,10
24,2163,Tim,Guilliatt,Male,41,VP Product Management,n/a,Mass Customer,Yes,6
47,2164,Toinette,Clementson,Female,12,Financial Analyst,Financial Services,Mass Customer,Yes,18
36,2166,Mareah,Woodnutt,Female,78,Nurse,Property,Mass Customer,No,16
23,2167,Laina,Semorad,Female,31,Librarian,Entertainment,Mass Customer,No,1
46,2168,Levon,Woollard,Male,83,VP Accounting,Financial Services,Mass Customer,Yes,17
41,2169,Jarrad,Atwell,Male,80,Senior Financial Analyst,Financial Services,Mass Customer,No,18
57,2170,Dewitt,Laight,Male,27,Geological Engineer,Manufacturing,Affluent Customer,No,6
50,2171,Laryssa,Maes,Female,21,Pharmacist,Health,High Net Worth,No,10
41,2172,Emmery,Angrock,Male,6,Information Systems Manager,Health,Affluent Customer,Yes,13
44,2173,Gracia,McAteer,Female,27,Help Desk Technician,IT,Mass Customer,Yes,22
58,2174,Rock,Vickerstaff,Male,32,Account Executive,Argiculture,High Net Worth,No,11
35,2175,Elvyn,Bullas,Male,23,Web Developer III,Health,Mass Customer,No,13
58,2176,Josie,Gallemore,Female,79,Accountant II,Property,High Net Worth,Yes,12
43,2177,Waverly,Creebo,Male,35,Social Worker,Health,Mass Customer,No,9
66,2178,Veriee,Colthard,Female,20,Mechanical Systems Engineer,Retail,Mass Customer,No,12
60,2179,Benson,cornhill,Male,15,Desktop Support Technician,Manufacturing,Mass Customer,No,17
60,2180,Urbanus,Trevaskus,Male,98,Chief Design Engineer,n/a,High Net Worth,Yes,13
46,2181,Tobe,Roxby,Male,99,Account Executive,IT,Mass Customer,Yes,8
53,2182,Symon,Minchin,Male,47,Assistant Media Planner,Entertainment,High Net Worth,Yes,16
48,2183,Jillie,Fyndon,Female,61,Programmer Analyst IV,Manufacturing,Mass Customer,Yes,7
49,2184,Lamar,Gladman,Male,49,Statistician III,Health,Mass Customer,No,11
57,2185,Gayle,Gridley,Female,40,Human Resources Assistant II,Property,Mass Customer,No,19
57,2186,Carolina,Sexty,Female,61,Clinical Specialist,Health,High Net Worth,No,5
23,2187,Brunhilde,Kendall,Female,52,Budget/Accounting Analyst I,Health,Mass Customer,No,2
48,2188,Zonnya,Fayter,Female,85,Nurse Practicioner,n/a,Mass Customer,No,17
22,2189,Thedric,,Male,43,Safety Technician II,Financial Services,High Net Worth,No,4
41,2190,Maressa,Kondrachenko,Female,77,,IT,Affluent Customer,No,13
44,2191,Alley,Fitchell,Male,2,Payment Adjustment Coordinator,n/a,Mass Customer,Yes,4
54,2192,Hubie,Leipold,Male,93,Staff Accountant II,n/a,Mass Customer,No,14
65,2193,Roldan,Carrington,Male,66,Developer III,n/a,Mass Customer,Yes,6
62,2194,Johnette,O'Fergus,Female,79,Electrical Engineer,Manufacturing,Affluent Customer,Yes,11
33,2195,Nevsa,Taill,Female,94,GIS Technical Architect,Financial Services,Affluent Customer,Yes,13
44,2196,Skylar,Brise,Male,66,Media Manager I,Retail,High Net Worth,Yes,7
27,2197,Filip,Willows,Male,32,Programmer Analyst I,Financial Services,Mass Customer,No,7
22,2198,Marijn,Arnoll,Male,1,Editor,Property,Affluent Customer,Yes,1
37,2199,Leigha,Ranger,Female,89,Account Coordinator,Property,High Net Worth,Yes,13
34,2200,Teodoor,Lovelace,Male,23,Community Outreach Specialist,n/a,Affluent Customer,Yes,16
22,2201,Trisha,Basset,Female,56,Design Engineer,Financial Services,Affluent Customer,Yes,1
43,2202,Diannne,Neissen,Female,46,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,8
22,2203,Ganny,Alessandrelli,Male,13,Sales Associate,Health,High Net Worth,Yes,2
53,2204,Kacie,Barthram,Female,16,Librarian,Entertainment,High Net Worth,No,7
63,2206,Osmond,McCamish,Male,60,Structural Engineer,Financial Services,Affluent Customer,No,14
41,2207,Junia,Gall,Female,93,Web Designer IV,Manufacturing,Mass Customer,Yes,16
66,2208,Lavena,Embling,Female,59,,n/a,Mass Customer,No,9
27,2209,Rriocard,Gavan,Male,4,Registered Nurse,Health,Affluent Customer,Yes,3
35,2210,Kirby,Cameron,Male,16,Registered Nurse,Health,High Net Worth,No,5
45,2211,Carmelita,Matuskiewicz,Female,3,,Manufacturing,Mass Customer,Yes,18
46,2212,Adrianne,Raoux,Female,22,Technical Writer,Manufacturing,Affluent Customer,Yes,20
24,2213,Jesse,Leyshon,Female,70,Legal Assistant,n/a,Affluent Customer,Yes,6
63,2214,Farlay,Plevey,Male,52,,Manufacturing,High Net Worth,Yes,8
49,2215,Viola,Wadhams,Female,50,Structural Engineer,Financial Services,Mass Customer,Yes,18
58,2216,Clarinda,Woffinden,Female,29,Systems Administrator II,Property,High Net Worth,Yes,10
39,2217,Kristofor,Juris,Male,98,Paralegal,Financial Services,Mass Customer,No,16
28,2218,Madelena,Blincoe,Female,94,Senior Sales Associate,Health,Affluent Customer,No,4
38,2219,Ansel,Napier,Male,73,Senior Quality Engineer,n/a,High Net Worth,Yes,3
61,2220,Curr,Jancey,Male,35,Legal Assistant,Financial Services,Mass Customer,Yes,13
25,2221,Tye,Scottini,Male,80,General Manager,Argiculture,Affluent Customer,No,7
46,2222,Caroline,Grabban,Female,20,Professor,Financial Services,Mass Customer,No,14
39,2223,Sarita,Georgiev,Female,38,Professor,Health,Mass Customer,No,12
22,2224,Sydel,Seccombe,Female,3,Budget/Accounting Analyst III,Retail,High Net Worth,Yes,4
32,2225,Christina,Easum,Female,45,Occupational Therapist,Health,Affluent Customer,No,19
65,2226,Hedvig,Flatt,Female,10,Biostatistician II,Entertainment,Mass Customer,No,11
44,2227,Duff,Kemble,Male,45,Systems Administrator I,Property,Affluent Customer,Yes,9
64,2228,Rosita,Soppeth,Female,12,Geological Engineer,Manufacturing,High Net Worth,No,9
61,2229,Linette,Gotmann,Female,76,Cost Accountant,Financial Services,Affluent Customer,Yes,7
43,2230,Gertruda,Shrimpling,Female,53,,n/a,Mass Customer,No,19
61,2231,Rasla,Landreth,Female,68,Accounting Assistant II,n/a,Mass Customer,No,13
30,2232,Nev,Malone,Male,69,Help Desk Technician,n/a,Mass Customer,Yes,11
47,2233,Cassi,Killingworth,Female,49,Sales Associate,n/a,Mass Customer,Yes,8
34,2234,Dylan,Hanvey,Male,48,Electrical Engineer,Manufacturing,Mass Customer,No,18
41,2235,Maxine,Cauldwell,Female,75,Social Worker,Health,Affluent Customer,No,16
52,2236,Arin,Crickmoor,Male,0,Data Coordiator,Manufacturing,Affluent Customer,Yes,13
51,2237,Julia,Walden,Female,83,,n/a,Mass Customer,Yes,9
42,2238,Nata,Plinck,Female,96,Director of Sales,Retail,Mass Customer,Yes,14
60,2239,Jocelyne,Pasquale,Female,0,Associate Professor,Property,High Net Worth,Yes,8
51,2240,Niall,Hallifax,Male,4,Automation Specialist III,Manufacturing,High Net Worth,Yes,16
45,2241,Augy,Jerrems,Male,45,Paralegal,Financial Services,High Net Worth,No,10
43,2242,Elsy,Springell,Female,25,VP Sales,n/a,Mass Customer,Yes,21
44,2243,Lena,Cronshaw,Female,76,Business Systems Development Analyst,n/a,Affluent Customer,Yes,7
48,2244,Sidney,Cargon,Male,97,Software Test Engineer III,Manufacturing,Mass Customer,No,5
40,2245,Elsinore,Banbrook,Female,11,Marketing Manager,Argiculture,Mass Customer,No,3
41,2246,Giraldo,Lacer,Male,16,Database Administrator III,n/a,Mass Customer,Yes,13
25,2247,Gweneth,Wilkins,Female,17,Teacher,Retail,High Net Worth,Yes,1
24,2248,Helsa,Grandisson,Female,33,Software Engineer I,Manufacturing,Mass Customer,No,1
24,2249,Kiele,Caghan,Female,7,,Financial Services,Mass Customer,No,5
28,2250,De witt,Gleave,Male,72,,Telecommunications,High Net Worth,No,7
61,2251,Leslie,Shotboult,Male,68,,Property,High Net Worth,No,19
61,2253,Gracie,Kubacki,Female,28,Office Assistant I,Manufacturing,Affluent Customer,Yes,13
