Profit,Age,Customer ID,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure,Transaction ID,Product ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost
1630.25,55,2632,Krishna,Frood,Male,18,,Argiculture,Mass Customer,No,16,8556,57,13-05-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
1279.4,39,2379,Trixie,Piscopiello,Female,85,Occupational Therapist,Health,Affluent Customer,Yes,15,8557,54,27-12-2017,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
1069.55,56,3228,Margette,Donaghie,Female,36,Social Worker,Health,Mass Customer,No,13,8558,12,18-02-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
872.89,45,3326,Wes,Crotch,Male,83,Nurse,Manufacturing,High Net Worth,Yes,22,8559,80,20-01-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
1702.55,25,2017,Ezri,Sadry,Male,67,Programmer II,Financial Services,Affluent Customer,Yes,6,8560,3,17-06-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
75.75,22,2266,Jeth,Tomes,Male,74,,Retail,High Net Worth,No,1,8561,56,12-09-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
144.26,53,3500,Josy,Fleeman,Female,71,,Entertainment,Affluent Customer,No,17,8562,33,08-08-2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
802.26,34,2345,Arden,Godard,Female,50,Systems Administrator I,Retail,Affluent Customer,Yes,3,8564,51,09-05-2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
167.21,33,2712,Carissa,Hassent,Female,0,Tax Accountant,Manufacturing,High Net Worth,Yes,11,8565,0,14-12-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
1279.4,48,711,Audrey,Vickerman,Female,60,,n/a,Affluent Customer,No,7,8566,54,30-05-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
745.94,57,2063,Benny,Crudge,Male,55,Clinical Specialist,Health,Affluent Customer,No,16,8567,7,03-04-2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
17.87,33,2263,Lois,Sorel,Female,79,Professor,Argiculture,Mass Customer,Yes,21,8568,2,20-07-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
72.6,51,2066,Skipp,McLarens,Male,91,Food Chemist,Health,High Net Worth,Yes,12,8569,0,03-02-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
15.08,23,2995,Garvin,Cunradi,Male,60,,Health,Mass Customer,Yes,2,8570,22,27-03-2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
309.81,44,1712,Chad,,Female,63,Dental Hygienist,Health,High Net Worth,Yes,7,8571,86,01-02-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72
133.38,33,2862,Normand,Pattillo,Male,46,Cost Accountant,Financial Services,Mass Customer,No,10,8572,49,13-05-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
1702.55,55,929,Kippy,Conerding,Male,0,Database Administrator III,Financial Services,Mass Customer,Yes,13,8574,3,04-11-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
198.29,24,3438,Gaylor,Carbry,Male,11,Project Manager,Manufacturing,Mass Customer,No,2,8575,70,09-07-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
1230.3,56,131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8,8576,63,08-06-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
751.02,43,1129,Hercule,,Male,2,VP Marketing,Entertainment,Mass Customer,Yes,9,8577,38,29-09-2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
1702.55,60,909,Suzette,Surgison,Female,77,Operator,n/a,High Net Worth,Yes,8,8578,38,05-01-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
129.01,43,411,Cathyleen,Bern,Female,84,Director of Sales,Financial Services,High Net Worth,No,12,8579,76,26-06-2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77
547.28,53,142,Bentley,Fortesquieu,Male,57,Quality Engineer,Health,Affluent Customer,No,17,8580,85,14-05-2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
1230.3,54,587,Adolphus,Seers,Male,43,Registered Nurse,Health,Mass Customer,Yes,19,8581,26,25-07-2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
155.65,37,247,Kristal,Joysey,Female,62,Staff Accountant II,Financial Services,High Net Worth,Yes,13,8582,59,23-08-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
1295.43,67,2959,Max,Gonthier,Female,1,Registered Nurse,Health,Mass Customer,Yes,11,8583,55,09-05-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
187.39,42,585,Tiphany,Bonnier,Female,66,Pharmacist,Health,Mass Customer,Yes,10,8584,8,21-05-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
179.44,45,1020,Natala,Thorndale,Female,29,,IT,Affluent Customer,No,13,8585,62,11-05-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
,54,587,Adolphus,Seers,Male,43,Registered Nurse,Health,Mass Customer,Yes,19,8586,0,31-10-2017,True,Approved,,,,,1790.31,
1230.27,25,1470,Albie,Pach,Male,62,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8,8587,89,19-08-2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
737.57,60,2752,Cissiee,Jobern,Female,11,Sales Representative,Retail,Affluent Customer,Yes,14,8588,79,18-12-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
641.64,47,1501,Shelby,Trayhorn,Female,74,Account Executive,Property,Mass Customer,Yes,14,8589,94,15-05-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
187.39,42,925,Nicko,Pembridge,Male,42,Accountant IV,Manufacturing,Affluent Customer,No,16,8590,8,18-12-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
198.22,47,9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8,8591,69,04-02-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
17.87,35,138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13,8592,2,26-09-2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
75.48,64,1662,Xenia,Willmett,Female,40,Electrical Engineer,Manufacturing,High Net Worth,No,11,8593,0,01-05-2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
57.73,54,2395,Ashlin,Kesby,Male,23,Executive Secretary,n/a,High Net Worth,No,16,8594,0,29-10-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
72.6,46,186,Mireielle,Jeppe,Female,46,Software Test Engineer I,Financial Services,Mass Customer,No,3,8595,90,07-12-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
110.56,43,1274,Emmerich,Tinkler,Male,12,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,20,8596,86,15-11-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
1279.4,20,1951,Rockie,MacCosty,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2,8597,54,09-03-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
737.17,42,1617,Jannelle,Ort,Female,97,Compensation Analyst,Financial Services,Affluent Customer,No,10,8598,71,25-12-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75
4.8,49,682,Ole,Euplate,Male,53,Health Coach IV,Health,Affluent Customer,Yes,7,8599,19,02-11-2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21
1408.91,35,1475,Aristotle,Jess,Male,41,Recruiting Manager,Retail,Affluent Customer,Yes,7,8600,83,16-09-2017,True,Approved,Solex,Touring,medium,large,2083.94,675.03
50.66,24,2479,Helge,Voller,Female,81,Community Outreach Specialist,Retail,Mass Customer,No,5,8601,97,07-03-2017,True,Approved,Solex,Standard,medium,large,202.62,151.96
1305.25,41,461,Jsandye,Melendez,Female,19,Social Worker,Health,Mass Customer,Yes,14,8602,89,21-08-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
144.26,37,666,Anselma,Ricardon,Female,82,Social Worker,Health,High Net Worth,Yes,15,8603,7,22-05-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
1612.25,42,760,Shamus,Fyndon,Male,46,Assistant Professor,n/a,Mass Customer,Yes,18,8604,73,04-12-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
445.21,41,352,Orrin,Finding,Male,12,Sales Representative,Retail,Mass Customer,No,4,8605,77,05-12-2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
448.68,53,396,Peria,Iscowitz,Female,98,Systems Administrator III,Telecommunications,High Net Worth,Yes,16,8606,35,01-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
459.46,53,2182,Symon,Minchin,Male,47,Assistant Media Planner,Entertainment,High Net Worth,Yes,16,8607,18,06-02-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
167.21,56,3228,Margette,Donaghie,Female,36,Social Worker,Health,Mass Customer,No,13,8608,67,09-11-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
299.27,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,8609,6,04-12-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9
,43,1479,Avrom,Clougher,Male,25,Help Desk Technician,Argiculture,Mass Customer,No,21,8610,0,15-12-2017,False,Approved,,,,,724.37,
,39,2553,Buddy,Morfell,Male,42,,n/a,High Net Worth,Yes,13,8611,0,07-03-2017,True,Approved,,,,,1095.65,
1010.02,26,1522,Hubie,Thunnerclef,Male,57,Paralegal,Financial Services,Mass Customer,No,7,8612,75,31-07-2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
1592.19,42,2651,Silvan,Ellison,Male,10,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,10,8613,68,02-03-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
1305.25,60,1287,Nicko,Saddleton,Male,72,Systems Administrator I,Financial Services,Mass Customer,Yes,20,8614,89,05-09-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
189.28,47,2381,Dulsea,Pladen,Female,91,Programmer I,Argiculture,Affluent Customer,Yes,5,8615,47,17-10-2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
1295.43,43,2059,Kylen,Gimson,Female,21,Graphic Designer,n/a,High Net Worth,No,12,8616,40,09-05-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
152.55,45,2452,Sophronia,Yerrill,Female,93,Chemical Engineer,Manufacturing,Mass Customer,Yes,17,8617,14,03-03-2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
139.23,28,1620,Jerrold,Bernetti,Male,18,Structural Analysis Engineer,n/a,High Net Worth,Yes,2,8618,95,28-05-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
143.82,66,2677,Zollie,Exell,Male,34,,Financial Services,Mass Customer,No,10,8619,18,03-12-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45
1279.4,43,1021,Elvis,Rixon,Male,16,Mechanical Systems Engineer,Retail,High Net Worth,No,7,8620,15,02-12-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
139.23,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,8621,95,11-12-2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
641.64,53,18,Marjie,Neasham,Female,79,Professor,n/a,Affluent Customer,No,11,8622,94,16-05-2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
834.94,21,1811,Sylvan,Sugge,Male,59,,Financial Services,Mass Customer,No,1,8623,93,27-10-2017,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
812.44,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,8624,48,03-04-2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
509.97,44,2832,Tedmund,Plumm,Male,9,Recruiter,Telecommunications,Mass Customer,Yes,9,8625,11,06-12-2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
957.02,56,2390,Tonya,Nealand,Female,48,Legal Assistant,Property,Mass Customer,No,12,8626,24,01-04-2017,,Approved,Solex,Road,medium,large,1777.8,820.78
179.44,46,362,Jamima,Pirolini,Female,47,Software Engineer IV,Financial Services,High Net Worth,Yes,18,8627,0,03-07-2017,False,Approved,Solex,Standard,medium,medium,478.16,298.72
456.45,60,956,Ezechiel,Pettecrew,Male,19,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9,8628,99,07-01-2017,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
104.24,53,3265,Isaak,Higounet,Male,64,Clinical Specialist,Health,High Net Worth,No,11,8629,0,24-05-2017,False,Approved,Solex,Road,medium,medium,416.98,312.74
75.75,61,3079,Yorker,McKevany,Male,34,Legal Assistant,Retail,Mass Customer,Yes,20,8630,23,21-08-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
1702.55,57,2841,Bibby,Carnson,Female,19,Recruiting Manager,n/a,Mass Customer,No,16,8631,3,07-12-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
812.44,50,1346,Woody,Dowthwaite,Male,9,Administrative Assistant IV,Telecommunications,Mass Customer,No,19,8632,48,12-06-2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
502.47,44,2979,Louella,Mandifield,Female,39,Tax Accountant,Retail,Mass Customer,No,18,8633,43,25-08-2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49
1592.19,62,312,Garek,Prattin,Male,44,Desktop Support Technician,Financial Services,Affluent Customer,Yes,6,8634,68,30-04-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
509.97,56,739,Arnie,Zorn,Male,36,Senior Editor,Manufacturing,Mass Customer,No,8,8636,11,02-10-2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
834.94,28,2453,Ruthe,Campe,Female,22,Safety Technician II,Telecommunications,High Net Worth,No,9,8637,29,27-10-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
693.76,62,516,Craggy,Loadsman,Male,23,Environmental Tech,Financial Services,Mass Customer,No,20,8638,53,11-12-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
327.98,38,1218,Marlie,Lister,Female,12,,n/a,Mass Customer,Yes,7,8639,59,10-11-2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
957.02,27,111,Cele,Evason,Female,65,Analyst Programmer,n/a,Mass Customer,No,2,8640,24,05-04-2017,False,Approved,Solex,Road,medium,large,1777.8,820.78
448.68,60,1979,Ephrem,Cariss,Male,98,Statistician III,Manufacturing,Mass Customer,Yes,11,8641,1,28-05-2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
817.36,42,2630,Jonathon,,Male,76,Senior Sales Associate,Retail,Mass Customer,No,10,8642,88,14-05-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
802.26,48,642,Les,Mines,Male,9,Automation Specialist IV,Property,Mass Customer,No,12,8643,51,26-03-2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
1103.43,38,117,Nance,Suttling,Female,75,Marketing Manager,Manufacturing,Mass Customer,No,15,8644,10,28-04-2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
1612.25,65,767,Gustav,Kos,Male,70,Budget/Accounting Analyst II,Manufacturing,High Net Worth,No,11,8645,10,02-05-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
1069.55,33,684,Malvin,,Male,88,Desktop Support Technician,Financial Services,Mass Customer,No,14,8646,12,11-03-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
91.15,46,1154,Chase,Youd,Male,26,Research Nurse,Health,Mass Customer,Yes,20,8647,6,21-08-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
709.34,59,3286,Kent,Hatter,Male,23,Assistant Media Planner,Entertainment,Mass Customer,No,20,8648,25,20-12-2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
152.55,64,423,Orville,Akerman,Male,43,Senior Quality Engineer,n/a,Mass Customer,No,9,8649,14,28-05-2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
14.23,43,2662,Louisette,Cullimore,Female,53,Accountant IV,Property,Mass Customer,Yes,16,8650,61,16-02-2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
128.46,32,1448,Hinze,Bullent,Male,40,VP Product Management,Property,Mass Customer,No,20,8651,76,07-05-2017,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85
167.21,35,2397,Cassius,Birchenough,Male,33,Analyst Programmer,Retail,Affluent Customer,Yes,4,8652,67,10-09-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
771.12,42,2487,Elton,Piggford,Male,92,Operator,IT,Affluent Customer,Yes,14,8653,58,23-09-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
17.87,45,2855,Kim,Tineman,Female,81,Nurse Practicioner,Manufacturing,Mass Customer,Yes,17,8654,2,21-11-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
309.81,46,639,Mayor,Ismay,Male,51,Nuclear Power Engineer,Manufacturing,Mass Customer,No,16,8655,34,01-08-2017,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72
299.27,56,2390,Tonya,Nealand,Female,48,Legal Assistant,Property,Mass Customer,No,12,8656,30,18-02-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9
64.930000000,43,3371,Josey,Alves,Female,56,Analyst Programmer,Retail,Mass Customer,No,17,8657,66,11-06-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
812.44,23,3481,Haley,Dessent,Male,37,Systems Administrator IV,Manufacturing,High Net Worth,No,4,8658,74,06-11-2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
14.23,67,2495,Gwenore,Suero,Female,89,Assistant Professor,IT,Affluent Customer,No,17,8659,61,25-10-2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
4.8,33,919,Grove,Peltzer,Male,48,Registered Nurse,Health,Mass Customer,Yes,13,8660,19,05-10-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
547.28,51,1759,Quillan,Shortland,Male,52,Biostatistician IV,Financial Services,High Net Worth,No,15,8661,31,12-12-2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
195.34,40,2690,Sissie,Giordano,Female,17,Registered Nurse,Health,Affluent Customer,Yes,12,8662,20,15-07-2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
448.68,20,3201,Zed,Blanckley,Male,61,Assistant Professor,Financial Services,Mass Customer,Yes,1,8663,1,01-10-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
189.28,19,2600,Darnell,Wistance,Male,55,Senior Financial Analyst,Financial Services,Mass Customer,Yes,1,8664,47,04-06-2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
25.09,21,1599,Ozzy,Silver,Male,65,,n/a,Affluent Customer,No,1,8665,91,12-07-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
1702.55,20,1392,Marris,Waison,Female,28,Human Resources Manager,Financial Services,Mass Customer,No,1,8666,3,17-08-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
1612.25,42,2990,Brice,Martinuzzi,Male,65,GIS Technical Architect,Argiculture,High Net Worth,No,8,8667,10,03-10-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
17.87,31,2537,Peggi,Tolan,Female,8,Senior Quality Engineer,n/a,Affluent Customer,Yes,12,8668,2,29-01-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
451.65,42,1827,Stormie,Smyth,Female,92,Sales Representative,Retail,Affluent Customer,Yes,18,8669,4,22-11-2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
641.64,55,3105,Bryn,Rycraft,Male,88,Teacher,Health,Mass Customer,No,12,8670,94,09-05-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
1295.43,56,3295,Cleavland,Karchowski,Male,14,Human Resources Assistant III,Retail,High Net Worth,Yes,9,8671,40,11-12-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
471.6,54,88,Malynda,Tumber,Female,41,Help Desk Operator,Property,High Net Worth,Yes,7,8672,32,17-10-2017,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
128.46,28,2453,Ruthe,Campe,Female,22,Safety Technician II,Telecommunications,High Net Worth,No,9,8673,91,04-11-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
445.21,34,1474,Farley,Rosen,Male,54,Structural Analysis Engineer,Health,Mass Customer,Yes,21,8674,77,21-03-2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
448.68,63,1858,Gabriella,,Female,30,Senior Sales Associate,Manufacturing,High Net Worth,Yes,11,8675,35,11-09-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
737.57,85,1092,Katlin,Creddon,Female,56,VP Quality Control,Retail,Mass Customer,No,5,8676,79,03-04-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
91.15,46,911,Marcellus,Shawcroft,Male,62,Structural Analysis Engineer,Property,Affluent Customer,No,3,8677,6,04-01-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
57.73,30,1511,Yves,Trehearne,Male,97,Internal Auditor,Financial Services,Mass Customer,No,4,8678,31,08-07-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
17.87,43,2202,Diannne,Neissen,Female,46,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,8,8679,2,02-08-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
182.81,22,1496,Cordie,Disbrow,Female,22,Human Resources Manager,IT,Affluent Customer,No,3,8680,16,16-03-2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
152.55,41,1288,Abra,Cuardall,Female,51,Desktop Support Technician,Financial Services,Affluent Customer,Yes,18,8681,14,29-04-2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
771.12,43,411,Cathyleen,Bern,Female,84,Director of Sales,Financial Services,High Net Worth,No,12,8682,72,29-05-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
327.98,58,3135,Titus,Worsall,Male,83,Staff Scientist,Financial Services,Mass Customer,No,16,8683,59,17-05-2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
17.87,52,3013,Lorain,Eddisforth,Female,94,Office Assistant III,Property,High Net Worth,No,6,8684,0,13-05-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
167.21,44,364,Leontyne,Simpkiss,Female,96,Database Administrator III,Financial Services,Affluent Customer,No,11,8685,67,20-06-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
709.34,33,406,Rhona,Spilsburie,Female,58,Financial Analyst,Financial Services,High Net Worth,No,12,8686,82,15-09-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
327.98,63,2367,Lorne,Sabin,Male,40,Electrical Engineer,Manufacturing,Mass Customer,Yes,16,8687,59,29-04-2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58
1612.25,43,1901,Vail,Southernwood,Male,40,Budget/Accounting Analyst I,Argiculture,Affluent Customer,No,8,8688,73,25-08-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
133.78,57,1722,Fritz,Geare,Male,52,Cost Accountant,Financial Services,Mass Customer,No,4,8689,28,17-02-2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
1103.43,23,2187,Brunhilde,Kendall,Female,52,Budget/Accounting Analyst I,Health,Mass Customer,No,2,8691,10,28-10-2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
459.46,34,1310,Keane,Leebeter,Male,38,Geological Engineer,Manufacturing,High Net Worth,Yes,13,8692,18,10-12-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
574.62,41,2587,Maren,Dachs,Female,76,Data Coordiator,n/a,Affluent Customer,No,4,8693,13,08-09-2017,True,Approved,Solex,Standard,medium,medium,1163.89,589.27
1215.34,42,3116,Correy,Loynes,Male,16,,Health,Mass Customer,No,7,8694,46,04-10-2017,,Approved,Solex,Standard,low,medium,1289.85,74.51
1069.55,55,2683,Myrta,Rentilll,Female,81,Biostatistician II,n/a,Affluent Customer,Yes,6,8695,12,23-03-2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
356.5,31,1098,Maure,Crow,Female,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12,8696,45,15-01-2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
802.26,47,867,Lura,MacKim,Female,12,VP Marketing,n/a,Mass Customer,No,17,8697,51,12-03-2017,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
17.87,22,1196,Phillie,Bradforth,Female,23,Research Nurse,Health,Mass Customer,No,2,8698,2,31-01-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
64.930000000,40,807,Lorne,Quested,Female,48,Safety Technician I,n/a,Affluent Customer,No,16,8699,66,04-04-2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33
327.98,42,1032,Maribelle,Werndly,Female,36,Executive Secretary,n/a,Mass Customer,Yes,18,8700,59,30-11-2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
133.78,58,2888,Hamel,Crosser,Male,37,Project Manager,IT,High Net Worth,Yes,16,8701,9,06-11-2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
4.8,60,3396,Arin,Nappin,Male,18,Research Assistant I,Manufacturing,Mass Customer,Yes,9,8702,19,24-04-2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21
199.1,42,80,Pablo,Small,Male,11,Data Coordiator,Entertainment,Mass Customer,No,13,8703,42,01-07-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9
583.27,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,8704,93,16-04-2017,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
167.21,34,2814,Mandel,Hellyar,Male,42,Junior Executive,Property,High Net Worth,Yes,18,8705,0,13-01-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
574.62,30,1162,Ambrose,Raiston,Male,29,Marketing Assistant,n/a,Mass Customer,Yes,7,8706,13,17-07-2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27
431.33,23,1899,Lambert,Vardey,Male,29,,Retail,Affluent Customer,Yes,4,8707,32,18-04-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
1612.25,33,232,Zaria,Koeppke,Female,94,Professor,Retail,Mass Customer,No,12,8709,73,08-08-2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18
104.24,60,629,Basil,Brellin,Male,29,Chemical Engineer,Manufacturing,High Net Worth,No,6,8710,0,23-08-2017,False,Approved,Solex,Road,medium,medium,416.98,312.74
128.46,61,565,Saleem,Meller,Male,30,Civil Engineer,Manufacturing,Mass Customer,Yes,16,8711,76,16-03-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
